CASRN,DTXSID,Name,Formula,PPARg_Emax,PPARg_assay,LXR_Emax,LXR_assay,FXR_Emax,FXR_assay,PXR_Emax,PXR_assay,BCF,LogP,Predicted concentration in human blood (μM),
15676-16-1,DTXSID1042574,Sulpiride,C15H23N3O4S,0,0,,,0,0,0,0,1.38995,0.571172,0.002,
103628-46-2,DTXSID4023628,Sumatriptan,C14H21N3O2S,0,0,,,0,0,0,0,4.50817,0.930378,0.00264,
40828-46-4,DTXSID5045469,Suprofen,C14H12O3S,0,0,,,0,0,0,0,7.60326,3.38771,0.0033,
27470-51-5,DTXSID6021296,Suxibuzone,C24H26N2O6,0,0,0,0,0,0,113.9182796,1.143506071,1.57761,4.17601,8.47E-05,
101626-70-4,DTXSID8046321,Talipexole,C10H15N3S,0,0,,,0,0,0,0,5.09331,1.47804,0.00275,
112811-59-3,DTXSID5045704,Gatifloxacin,C19H22FN3O4,0,0,,,0,0,0,0,14.6218,0.896822,0.00166,
82989-25-1,DTXSID6048626,Tazanolast,C13H15N5O3,,,,,,,,,0.55335,1.61724,0.00209,
118292-40-3,DTXSID5046691,Tazarotene,C21H21NO2S,49.10204771,1.401029996,,,38.78250716,0.589776269,61.12930564,1.058137656, ,4.25353,8.11E-05,
76150-91-9,DTXSID8020175,"1,4-Bis[2-(3,5-dichloropyridyloxy)]benzene",C16H8Cl4N2O2,0,0,0,0,0,0,0,0,1035.14,4.03474,0.00197,
34014-18-1,DTXSID3024316,Tebuthiuron,C9H16N4OS,0,0,0,0,0,0,45.46558117,0.778413812,9.18333,1.78757,0.000228,
80880-90-6,DTXSID5045209,Telenzepine,C19H22N4O2S,0,0,,,0,0,0,0,3.25087,1.94663,0.00354,
846-50-4,DTXSID8021309,Temazepam,C16H13ClN2O2,0,0,,,0,0,110.5993396,0.734029631,19.9526,2.19192,0.000336,
3383-96-8,DTXSID1032484,Temephos,C16H20O6P2S3,0,0,0.795194374,0.541725857,0,0,51.18246779,0.893761519, ,5.95756,0.00396,
85622-93-1,DTXSID5043714,Temozolomide,C6H6N6O2,0,0,,,0,0,0,0,0.250611,-0.604488,6.80E-05,
50679-08-8,DTXSID2023642,Terfenadine,C32H41NO2,0,0,,,0,0,0,0,181.134,5.22911,0.00263,
319-89-1,DTXSID9045897,Tetroquinone,C6H4O6,0,0,,,0,0,0,0,0.38815,-1.15456,4.33E-05,
50-35-1,DTXSID9022524,Thalidomide,C13H10N2O4,0,0,0,0,0,0,0,0,0.781628,0.328776,0.00108,
83-67-0,DTXSID9026132,Theobromine,C7H8N4O2,0,0,0,0,0,0,0,0,0.63387,-0.774262,0.00161,
148-79-8,DTXSID0021337,Thiabendazole,C10H7N3S,0,0,-0.934504067,1.123445996,0,0,37.81427399,1.948540578,18.197,2.46847,0.003,
67-16-3,DTXSID6046890,Thiamine disulfide,C24H34N8O4S2,0,0,,,0,0,0,0,0.177011,0.311787,0.00345,
147-93-3,DTXSID4049032,2-Thiosalicylic acid,C7H6O2S,0,0,,,0,0,0,0, ,2.39021,0.00145,
111-48-8,DTXSID6026878,"2,2'-Thiobisethanol",C4H10O2S,0,0,,,0,0,0,0,1.72982,-0.629453,0.000302,
50-52-2,DTXSID6023656,Thioridazine,C21H26N2S2,0,0,,,0,0,35.47134176,1.706618253, ,5.89904,0.00223,
52-24-4,DTXSID0021339,Thiotepa,C6H12N3PS,0,0,0,0,0,0,0,0, ,0.529685,0.000341,
5591-45-7,DTXSID6023658,Thiothixene,C23H29N3O2S2,,,,,,,,, ,3.77961,0.00101,
137-26-8,DTXSID5021332,Thiram,C6H12N2S4,0,0,0,0,99.62351758,3.207221326,0,0,10.4954,1.72962,0.000481,
33005-95-7,DTXSID5023665,Tiaprofenic acid,C14H12O3S,0,0,,,0,0,85.66076796,1.099749415,8.93305,3.38061,0.00178,
55142-85-3,DTXSID5023669,Ticlopidine,C14H14ClNS,0,0,,,0,0,33.03753494,0.862340733,169.434,4.198,0.000167,
27591-97-5,DTXSID1045958,Tilorone,C25H34N2O3,0,0,,,0,0,0,0,74.3019,3.81351,0.0021,
57648-21-2,DTXSID9023673,Timiperone,C22H24FN3OS,,,,,,,,,11.9674,3.41453,0.000157,
19387-91-8,DTXSID4023676,Tinidazole,C8H13N3O4S,0,0,,,0,0,0,0,2.95801,-0.351578,0.00506,
24237-54-5,DTXSID9023677,Tinoridine,C17H20N2O2S,0,0,,,0,0,0,0,8.59014,1.62366,0.000213,
65899-73-2,DTXSID3046619,Tioconazole,C16H13Cl3N2OS,0,0,,,0,0,67.65259623,1.344624129,351.56,3.86702,0.00301,
2/2/1953,DTXSID4023678,Tiopronin,C5H9NO3S,0,0,,,0,0,0,0, ,-1.37935,5.46E-05,
5169-78-8,DTXSID2022626,Tipepidine,C15H17NS2,,,,,,,,,89.5365,4.10045,0.00172,
51322-75-9,DTXSID9023679,Tizanidine,C9H8ClN5S,0,0,,,0,0,0,0,7.07946,2.12612,0.0019,
59-26-7,DTXSID9046524,"N,N-Diethylnicotinamide",C10H14N2O,,,,,,,,,4.77529,0.332306,3.52E-05,
22345-47-7,DTXSID3023681,Tofisopam,C22H26N2O4,,,,,,,,,88.1049,3.09043,0.000276,
1156-19-0,DTXSID3021358,Tolazamide,C14H21N3O3S,0,0,0,0,0,0,0,0, ,2.68705,1.16E-05,
64-77-7,DTXSID8021359,Tolbutamide,C12H18N2O3S,0,0,0,0,0,0,0,0,2.80543,2.33873,0.00541,
898128-45-5,DTXSID0048688,2-[(4-Chloro-3-methylphenyl)amino]benzoic acid,C14H12ClNO2,,,,,,,,,27.2898,4.93877,0.00235,
2398-96-1,DTXSID3042477,Tolnaftate,C19H17NOS,0,0,0,0,0,0,139.2739467,1.456574199, ,4.19584,0.00269,
1197-18-8,DTXSID3045350,Tranexamic acid,C8H15NO2,,,,,,,,, ,-2.1102,0.00105,
53902-12-8,DTXSID7023693,"2-[[(E)-3-(3,4-Dimethoxyphenyl)prop-2-enoyl]amino]benzoic acid",C18H17NO5,,,,,,,,,2.76694,2.64757,0.00227,
15421-84-8,DTXSID0045416,Trapidil,C10H15N5,0,0,,,0,0,0,0,8.26038,2.44978,0.00266,
41826-92-0,DTXSID6046634,Trepibutone,C16H22O6,0,0,,,0,0,0,0,4.00867,2.72894,0.00129,
102-76-1,DTXSID3026691,Triacetin,C9H14O6,0,0,0,0,0,0,0,0,0.524807,0.250519,0.00131,
2303-17-5,DTXSID5024344,Tri-allate,C10H16Cl3NOS,0,0,0,0,0,0,46.68440978,1.063145846,90.7821,4.59952,9.73E-05,
396-01-0,DTXSID6021373,Triamterene,C12H11N7,0,0,,,0,0,58.31801272,1.033686317,3.70681,0.980328,0.00275,
28911-01-5,DTXSID6046763,Triazolam,C17H12Cl2N4,,,,,,,,,113.501,2.42192,0.00189,
75-25-2,DTXSID1021374,Bromoform,CHBr3,0,0,,,0,0,0,0,5.52077,2.53528,0.00388,
133-67-5,DTXSID7023699,Trichlormethiazide,C8H8Cl3N3O4S2,0,0,,,0,0,0,0,1.14025,0.620021,0.00203,
555-77-1,DTXSID7048744,"2-Chloro-N,N-bis(2-chloroethyl)ethanamine",C6H12Cl3N,50.42177736,1.283084773,,,0,0,0,0,15.0661,1.48552,0.00273,
3380-34-5,DTXSID5032498,Triclosan,C12H7Cl3O2,0,0,1.015769502,1.397084809,35.22942973,0.296869966,137.5826754,1.136258602,1698.24,4.7624,8.70E-05,
112-24-3,DTXSID9023702,Triethylenetetramine,C6H18N4,0,0,,,0,0,0,0,0.375837,-0.369429,0.00137,
1582-09-8,DTXSID4021395,Trifluralin,C13H16F3N3O4,0,0,1.045254055,1.199070689,0,0,68.71112499,0.969499248,149.624,5.3382,0.00011,
127-48-0,DTXSID9021396,Trimethadione,C6H9NO3,0,0,,,0,0,0,0,1.34586,0.241848,1.57E-05,
738-70-5,DTXSID3023712,Trimethoprim,C14H18N4O3,0,0,,,0,0,0,0,13.8357,0.910108,0.00265,
3902-71-4,DTXSID3023716,Trioxsalen,C14H12O3,0,0,,,0,0,0,0, ,3.14373,0.00134,
97322-87-7,DTXSID8023719,Troglitazone,C24H27NO5S,0,0,0.875331331,1.76131926,34.02558517,0.497940009,39.08201896,1.033686317,25.7632,4.36032,1.44E-05,
1508-75-4,DTXSID8045220,Tropicamide,C17H20N2O2,0,0,,,0,0,0,0,12.388,1.61666,7.01E-05,
30751-05-4,DTXSID2023725,Troxipide,C15H22N2O4,0,0,,,0,0,0,0,4.9545,0.907084,0.000723,
51-67-2,DTXSID2043874,Tyramine,C8H11NO,0,0,,,0,0,0,0,2.58821,-0.475291,8.13E-05,
136817-59-9,DTXSID6022892,Delavirdine,C22H28N6O3S,0,0,,,0,0,0,0,2.1677,2.61849,0.00391,
112-38-9,DTXSID8035001,10-Undecenoic acid,C11H20O2,0,0,0,0,0,0,0,0,10.4713,3.86,0.00186,
34661-75-1,DTXSID9021425,Urapidil,C20H29N5O3,,,,,,,,,7.2277,1.60131,0.000252,
51-79-6,DTXSID9021427,Urethane,C3H7NO2,0,0,0,0,0,0,0,0,1.26765,-0.151344,0.000643,
93413-69-5,DTXSID6023737,Venlafaxine,C17H27NO2,0,0,,,0,0,0,0,96.6051,3.12871,0.00623,
68506-86-5,DTXSID4041153,Vigabatrin,C6H11NO2,,,,,,,,,0.922571,-2.15997,0.00769,
50892-23-4,DTXSID4020290,Pirinixic acid,C14H14ClN3O2S,0,0,0,0,0,0,0,0,17.7419,2.06681,0.00184,
7361-61-7,DTXSID3040643,Xylazine,C12H16N2S,0,0,,,0,0,0,0,17.9887,2.38983,0.00228,
107753-78-6,DTXSID5023746,Zafirlukast,C31H33N3O6S,0,0,,,0,0,117.2669959,1.064910998,4.35512,4.96287,5.60E-05,
151319-34-5,DTXSID5023748,Zaleplon,C17H15N5O,0,0,,,0,0,0,0,7.19449,1.23074,0.00145,
74711-43-6,DTXSID0049076,Zaltoprofen,C17H14O3S,0,0,,,0,0,0,0, ,3.44263,2.44E-05,
37762-06-4,DTXSID8045224,Zaprinast,C13H13N5O2,0,0,,,0,0,0,0,2.50035,1.20225,0.000829,
101975-10-4,DTXSID8042559,Zardaverine,C12H10F2N2O3,0,0,,,0,0,83.77061721,1.22141466,17.0608,2.78239,0.00219,
112733-06-9,DTXSID0047296,Zenarestat,C17H11BrClFN2O4,0,0,0,0,0,0,28.26520231,1.033686317,12.0504,3.02532,0.00249,
82626-48-0,DTXSID7045946,Zolpidem,C19H21N3O,0,0,,,0,0,51.79304659,1.122776487, ,3.44716,0.000668,
68291-97-4,DTXSID9046023,Zonisamide,C8H8N2O3S,0,0,,,0,0,0,0,57.544,0.481241,0.00135,
26615-21-4,DTXSID9023756,Zotepine,C18H18ClNOS,0,0,,,0,0,50.65300071,0.897986658, ,3.92368,0.000159,
2/2/1950,DTXSID3020384,Dexamethasone,C22H29FO5,0,0,,,0,0,52.53890635,0.879578519,12.0504,1.92005,9.07E-05,
4/4/1950,DTXSID0022858,Cortisone acetate,C23H30O6,0,0,,,0,0,0,0,6.57658,2.10268,0.000205,
7/7/1950,DTXSID2020898,Mitomycin C,C15H18N4O5,53.5924582,1.71396579,,,39.77250458,0.798970004,32.18698032,2.341700704, ,-0.401527,9.15E-05,
50-22-6,DTXSID6022474,Corticosterone,C21H30O4,0,0,0,0,0,0,60.1361094,1.155482447,15.3109,1.94213,0.00243,
50-23-7,DTXSID7020714,Hydrocortisone,C21H30O5,0,0,,,0,0,30.22071357,2.430724556,7.07946,1.61078,0.000144,
50-24-8,DTXSID9021184,Prednisolone,C21H28O5,0,0,0,0,0,0,0,0,8.24138,1.61995,0.00269,
50-27-1,DTXSID9022366,Estriol,C18H24O3,0,0,0,0,0,0,0,0,52.8445,2.45182,0.00183,
50-28-2,DTXSID0020573,17beta-Estradiol,C18H24O2,0,0,0,0,34.133475,0.663301065,136.8303219,0.826007174,160.694,3.90868,0.000107,
50-30-6,DTXSID0024979,"2,6-Dichlorobenzoic acid",C7H4Cl2O2,0,0,,,0,0,0,0,4.25598,2.24051,0.00327,
50-31-7,DTXSID6040296,"2,3,6-Trichlorobenzoic acid",C7H3Cl3O2,0,0,,,0,0,0,0,7.4817,3.53682,7.15E-05,
50-37-3,DTXSID1023231,Lysergide,C20H25N3O,0,0,,,0,0,112.4123378,0.32881875,25.4683,2.95092,2.70E-05,
50-45-3,DTXSID5024976,"2,3-Dichlorobenzoic acid",C7H4Cl2O2,0,0,,,0,0,0,0,4.14,2.89087,0.00128,
50-55-5,DTXSID7021237,Reserpine,C33H40N2O9,0,0,1.01603297,1.256032462,33.94556486,0.776160952,139.0661847,1.361597339,4.4978,2.5703,0.00381,
50-60-2,DTXSID4023462,Phentolamine,C17H19N3O,0,0,,,0,0,0,0,21.9786,3.52054,0.00192,
50-70-4,DTXSID5023588,D-Glucitol,C6H14O6,0,0,0,0,0,0,0,0,0.145881,-2.38029,0.000113,
50-79-3,DTXSID5024978,"2,5-Dichlorobenzoic acid",C7H4Cl2O2,0,0,,,0,0,0,0,3.79315,2.81994,5.53E-05,
50-84-0,DTXSID0024977,"2,4-Dichlorobenzoic acid",C7H4Cl2O2,0,0,,,0,0,0,0,6.38263,2.85661,0.00394,
50-89-5,DTXSID5023661,Thymidine,C10H14N2O5,,,,,,,,,0.157761,-0.930201,0.00026,
50-91-9,DTXSID3023057,Floxuridine,C9H11FN2O5,0,0,,,0,0,26.22376861,1.662719635, ,-1.15941,5.24E-05,
3/6/1951,DTXSID1021166,Piperonyl butoxide,C19H30O5,0,0,1.424167237,0.588040596,0,0,69.38359,1.497138196,18.55,4.74542,5.62E-05,
51-17-2,DTXSID8024573,Benzimidazole,C7H6N2,0,0,0,0,0,0,0,0,8.09096,1.32037,0.00385,
95-55-6,DTXSID8024498,2-Aminophenol,C6H7NO,0,0,,,0,0,0,0,3.86367,0.620711,0.000675,
51-24-1,DTXSID2045232,Tiratricol,C14H9I3O4,47.73434961,2.301656112,0,0,0,0,0,0, ,4.81956,0.00556,
51-36-5,DTXSID4024981,"3,5-Dichlorobenzoic acid",C7H4Cl2O2,0,0,,,0,0,0,0,4.21697,2.99841,6.02E-05,
51-43-4,DTXSID5022986,Epinephrine,C9H13NO3,0,0,,,0,0,0,0,2.10863,-1.19885,0.0015,
51-44-5,DTXSID9024980,"3,4-Dichlorobenzoic acid",C7H4Cl2O2,0,0,,,0,0,0,0,8.74984,3.24288,0.000875,
51-48-9,DTXSID8023214,Levothyroxine,C15H11I4NO4,0,0,0,0,0,0,0,0, ,4.92701,0.00166,
51-66-1,DTXSID6026325,4'-Methoxyacetanilide,C9H11NO2,0,0,,,0,0,0,0,3.85478,1.03278,0.00971,
51-98-9,DTXSID4023381,Norethindrone acetate,C22H28O3,,,,,,,,, ,3.43765,2.06E-05,
1/7/1952,DTXSID6034186,Spironolactone,C24H32O4S,51.01339231,1.493352911,1.140448089,1.568321346,56.49938345,0.833671555,0,0, ,2.78115,0.00224,
52-21-1,DTXSID3023502,Prednisolone acetate,C23H30O6,0,0,,,0,0,0,0,10.8893,2.39712,0.000158,
52-67-5,DTXSID6037069,D-Penicillamine,C5H11NO2S,,,,,,,,, ,-1.7769,3.97E-05,
52-68-6,DTXSID0021389,Trichlorfon,C4H8Cl3O4P,0,0,0,0,0,0,0,0,2.35505,0.511388,0.000208,
52-76-6,DTXSID4021478,Lynestrenol,C20H28O,0,0,-1.108704451,2.472697743,0,0,77.71264586,1.139872132, ,3.60086,0.0045,
52-85-7,DTXSID7041966,Famphur,C10H16NO5PS2,0,0,0,0,0,0,44.96899714,0.778413812,18.1552,2.23026,0.00301,
3/2/1953,DTXSID4021185,Prednisone,C21H26O5,0,0,0,0,0,0,60.85352152,0.829553878,13.0918,1.4656,0.000132,
53-16-7,DTXSID4022367,Estrone,C18H22O2,0,0,0,0,0,0,57.26175847,1.241193161,168.655,3.13238,0.00196,
53-34-9,DTXSID5046067,Fluprednisolone,C21H27FO5,0,0,,,0,0,0,0,8.35603,1.61811,0.000932,
53-36-1,DTXSID7023302,Methylprednisolone acetate,C24H32O6,,,,,,,,,15.0314,2.50179,9.15E-05,
53-41-8,DTXSID3036525,Androsterone,C19H30O2,,,0,0,,,74.51650036,0.77896211,170.608,3.68802,0.00176,
53-43-0,DTXSID4020379,Dehydroepiandrosterone,C19H28O2,0,0,0,0,0,0,83.40594858,0.850270164,165.196,3.23015,7.41E-05,
53-70-3,DTXSID9020409,"Dibenz(a,h)anthracene",C22H14,0,0,0,0,0,0,52.75133434,2.09966338,587.489,6.72079,0.000819,
53-84-9,DTXSID2045236,Nadide,C21H27N7O14P2,,,,,,,,, ,-0.0670874,0.00209,
53-96-3,DTXSID0039227,2-Acetylaminofluorene,C15H13NO,0,0,,,0,0,160.435916,0.882822588,33.4195,2.90099,0.000205,
54-30-8,DTXSID7046415,Camylofin,C19H32N2O2,0,0,,,0,0,37.7668446,1.033686317,25.4097,4.15762,5.21E-05,
54-42-2,DTXSID2045238,Idoxuridine,C9H11IN2O5,0,0,,,0,0,0,0, ,-0.958193,0.00165,
92-13-7,DTXSID1021162,Pilocarpine,C11H16N2O2,0,0,,,0,0,0,0, ,0.120625,0.00162,
1166-34-3,DTXSID7045653,Cinanserin,C20H24N2OS,0,0,,,0,0,35.37985677,0.883073473,16.3682,3.96325,0.000365,
54-95-5,DTXSID7041091,Pentylenetetrazol,C6H10N4,,,,,,,,, ,0.142085,0.000267,
54-96-6,DTXSID6046715,"3,4-Diaminopyridine",C5H7N3,0,0,,,0,0,0,0,1.34276,-0.469749,0.00326,
2/3/6893,DTXSID8023216,"3,5,3'-Triiodothyronine",C15H12I3NO4,0,0,0,0,0,0,0,0, ,3.76862,0.00239,
55-18-5,DTXSID2021028,N-Nitrosodiethylamine,C4H10N2O,0,0,0,0,0,0,0,0,2.66073,0.479734,0.000138,
55-22-1,DTXSID8020757,Isonicotinic acid,C6H5NO2,0,0,,,0,0,0,0,1.71791,0.318492,0.0038,
55-80-1,DTXSID8020838,3'-Methyl-4-(dimethylamino)azobenzene,C15H17N3,0,0,0,0,0,0,74.03208232,2.660115493,49.7737,3.57051,0.000818,
55-91-4,DTXSID1040667,Diisopropyl fluorophosphate,C6H14FO3P,,,,,,,,,9.54993,1.1708,0.000116,
56-18-8,DTXSID0025440,Norspermidine,C6H17N3,0,0,,,0,0,0,0,0.716143,-0.28819,5.07E-05,
56-23-5,DTXSID8020250,Carbon tetrachloride,CCl4,0,0,,,0,0,0,0,17.2982,2.82938,0.00154,
56-25-7,DTXSID7041752,Cantharidin,C10H12O4,101.6756119,1.622214283,,,109.9047674,1.258760951,104.9236159,3.086997895, , ,0.00306,
56-47-3,DTXSID6022894,Deoxycorticosterone acetate,C23H32O4,0,0,,,0,0,0,0,39.0841,3.08071,0.00168,
56-55-3,DTXSID5023902,Benz(a)anthracene,C18H12,0,0,0.612424811,2.777497243,0,0,70.65747301,1.334857071,528.445,5.60152,0.00174,
56-65-5,DTXSID6022559,Adenosine triphosphate,C10H16N5O13P3,,,,,,,,, ,-1.3349,0.00268,
56-75-7,DTXSID7020265,Chloramphenicol,C11H12Cl2N2O5,0,0,0,0,0,0,0,0,0.662216,1.13925,0.00282,
56-87-1,DTXSID6023232,L-脙垄脗聙脗聥Lysine,C6H14N2O2,,,,,,,,,0.237684,-3.04543,8.23E-06,
6/7/1957,DTXSID3020047,Allyl isothiocyanate,C4H5NS,0,0,0,0,0,0,46.84230167,0.778413812, ,1.14149,0.00261,
57-14-7,DTXSID1020516,"1,1-Dimethylhydrazine",C2H8N2,0,0,0,0,0,0,0,0, ,-0.745985,0.00205,
57-15-8,DTXSID1041217,"1,1,1-Trichloro-2-methyl-2-propanol",C4H7Cl3O,0,0,,,0,0,0,0,7.49894,2.03131,0.0029,
57-22-7,DTXSID1032278,Vincristine,C46H56N4O10,0,0,,,29.33913574,4.020349497,38.56452128,2.519964828, ,3.33303,4.34E-06,
57-47-6,DTXSID3023471,Physostigmine,C15H21N3O2,0,0,0,0,0,0,0,0,46.3447,1.57954,1.95E-05,
57-48-7,DTXSID5023081,D-Fructose,C6H12O6,0,0,,,0,0,0,0, ,-2.55062,0.004,
57-50-1,DTXSID2021288,Sucrose,C12H22O11,0,0,0,0,0,0,0,0, ,-3.69895,0.00661,
57-63-6,DTXSID5020576,17alpha-Ethinylestradiol,C20H24O2,0,0,1.290058311,1.055998781,26.15087988,1.327763117,99.32961239,1.08409983, ,3.6691,0.00195,
57-74-9,DTXSID7020267,Chlordane,C10H6Cl8,0,0,2.644606863,1.291295579,64.42989727,0.497940009,34.29137633,1.456577105,3810.66,6.11976,0.000173,
57-83-0,DTXSID3022370,Progesterone,C21H30O2,0,0,0,0,39.07170388,0.497940009,101.3884128,0.778413812,100.693,3.87106,5.16E-05,
57-85-2,DTXSID9036515,Testosterone propionate,C22H32O3,0,0,0.782142076,0.274521733,0,0,33.87520888,1.095837791,108.143,4.10161,0.00116,
57-88-5,DTXSID3022401,Cholesterol,C27H46O,,,,,,,,,746.449,8.25821,0.00179,
57-97-6,DTXSID1020510,"7,12-Dimethylbenz(a)anthracene",C20H16,0,0,2.233386806,1.500299781,37.49058237,0.546553565,109.9967666,1.504666233,610.942,5.80033,0.000102,
58-00-4,DTXSID8022614,Apomorphine,C17H17NO2,0,0,,,0,0,0,0,79.2501,2.30238,1.84E-05,
58-15-1,DTXSID7020504,4-Dimethylaminoantipyrine,C13H17N3O,0,0,0,0,0,0,0,0,9.48418,0.995489,0.000198,
58-18-4,DTXSID1033664,17-Methyltestosterone,C20H30O2,0,0,0,0,0,0,30.72793209,0.73399759,100.462,3.36129,0.000121,
58-22-0,DTXSID8022371,Testosterone,C19H28O2,0,0,,,0,0,44.85858792,0.778413812,80.5378,3.31807,0.000799,
58-63-9,DTXSID2045993,Inosine,C10H12N4O5,0,0,,,0,0,0,0,0.887156,-2.09687,0.00136,
153-61-7,DTXSID4022783,Cephalothin,C16H16N2O6S2,0,0,,,0,0,0,0,0.939723,-0.408226,3.36E-05,
58-72-0,DTXSID3022320,Triphenylethylene,C20H16,0,0,0.695269217,0.758300524,0,0,29.79089407,0.630923211,961.612,5.74785,0.00176,
58-90-2,DTXSID9021716,"2,3,4,6-Tetrachlorophenol",C6H2Cl4O,0,0,0,0,0,0,67.51707147,0.781234279,250.035,4.44072,0.00136,
6/3/1959,DTXSID6046264,Ethopabate,C12H15NO4,0,0,,,0,0,0,0,2.61818,1.93301,0.0017,
59-14-3,DTXSID7033105,5-Bromo-2'-deoxyuridine,C9H11BrN2O5,0,0,,,0,0,0,0,0.242103,-0.291029,0.00051,
59-30-3,DTXSID0022519,Folic acid,C19H19N7O6,0,0,0,0,0,0,0,0,0.0333426,-0.0321543,8.76E-05,
59-39-2,DTXSID1046269,Piperoxan,C14H19NO2,,,,,,,,,90.5733,3.05067,0.00165,
59-49-4,DTXSID9049324,2-Benzoxazolinone,C7H5NO2,0,0,,,0,0,0,0,3.56451,1.15993,0.000537,
59-89-2,DTXSID4021056,N-Nitrosomorpholine,C4H8N2O2,0,0,0,0,0,0,0,0,1.84502,-0.440081,0.00099,
59-92-7,DTXSID9023209,Levodopa,C9H11NO4,,,,,,,,,0.236592,-2.38599,6.89E-06,
60-00-4,DTXSID6022977,Ethylenediaminetetraacetic acid,C10H16N2O8,0,0,,,0,0,0,0, ,-1.52846,0.000166,
1/5/1960,DTXSID4052267,Glycerol tributyrate,C15H26O6,,,0,0,,,0,0,12.1899,2.91671,0.00551,
9/3/1960,DTXSID6024460,4-Aminoazobenzene,C12H11N3,0,0,0,0,0,0,51.83533061,0.786375397,36.0579,3.40924,0.00438,
11/7/1960,DTXSID5020491,4-(Dimethylamino)azobenzene,C14H15N3,0,0,,,0,0,67.79743058,1.399419401,69.1831,4.57764,0.00134,
12/8/1960,DTXSID9026342,2-Phenylethanol,C8H10O,0,0,0,0,0,0,0,0,5.84,1.36075,0.00565,
60-18-4,DTXSID1023730,L-Tyrosine,C9H11NO3,0,0,,,0,0,0,0,0.386367,-2.25116,0.000141,
60-23-1,DTXSID3022875,Cysteamine,C2H7NS,,,,,,,,, ,-0.71879,0.00208,
60-89-9,DTXSID2046177,Pecazine,C19H22N2S,,,,,,,,, ,5.26052,0.00288,
60-92-4,DTXSID8040436,Cyclic AMP,C10H12N5O6P,0,0,,,0,0,0,0,0.988553,-2.95715,5.87E-05,
61-19-8,DTXSID5022560,Adenosine 5'-phosphate,C10H14N5O7P,0,0,,,0,0,0,0,0.0642688,-1.83806,4.66E-05,
61-57-4,DTXSID6045244,Niridazole,C6H6N4O3S,,,,,,,,,1.57398,0.950327,0.00093,
104-15-4,DTXSID0026701,4-Methylbenzenesulfonic acid,C7H8O3S,0,0,,,0,0,0,0,5.59758,1.21514,0.00144,
61-80-3,DTXSID1045245,Zoxazolamine,C7H5ClN2O,0,0,,,0,0,0,0,77.6247,2.45861,0.00239,
62-23-7,DTXSID3020966,4-Nitrobenzoic acid,C7H5NO4,0,0,0,0,0,0,0,0,0.972747,1.88416,0.00148,
62-50-0,DTXSID6025309,Ethyl methanesulfonate,C3H8O3S,0,0,,,0,0,0,0, ,0.670456,0.000705,
62-53-3,DTXSID8020090,Aniline,C6H7N,0,0,,,0,0,0,0,5.3827,0.901937,0.00433,
62-55-5,DTXSID9021340,Thioacetamide,C2H5NS,0,0,,,0,0,0,0, ,-0.259243,0.000273,
62-56-6,DTXSID9021348,Thiourea,CH4N2S,0,0,0,0,0,0,0,0,0.824138,-1.04933,0.000148,
62-75-9,DTXSID7021029,N-Nitrosodimethylamine,C2H6N2O,59.7307527,0.953600827,0,0,0,0,0,0,0.626614,-0.569999,4.47E-05,
5/8/1963,DTXSID8024523,"4-Androstene-3,17-dione",C19H26O2,0,0,0.781961144,0.284534789,0,0,74.94105904,0.741895505,84.3335,2.75184,0.00334,
63-25-2,DTXSID9020247,Carbaryl,C12H11NO2,0,0,0,0,0,0,66.55186712,0.588666154,4.69894,2.35802,0.000537,
63-42-3,DTXSID2023193,Lactose,C12H22O11,0,0,0,0,0,0,0,0, ,-3.26167,6.84E-05,
64-00-6,DTXSID1040324,m-Cumenyl methylcarbamate,C11H15NO2,0,0,,,0,0,0,0,5.04661,2.6294,0.000111,
10/8/1964,DTXSID8042507,1-Phenylurea,C7H8N2O,0,0,0,0,0,0,0,0,2.62422,0.830832,0.000177,
64-67-5,DTXSID1024045,Diethyl sulfate,C4H10O4S,0,0,0,0,0,0,0,0, ,1.13756,0.000607,
64-85-7,DTXSID0045254,21-Hydroxyprogesterone,C21H30O3,0,0,0,0,0,0,57.08362753,0.966412652,38.4592,2.88237,0.000601,
64-86-8,DTXSID5024845,Colchicine,C22H25NO6,0,0,0,0,28.90385641,4.043162043,32.70850978,3.703434439,3.18,1.30013,0.00202,
66-25-1,DTXSID2021604,Hexanal,C6H12O,0,0,0,0,0,0,0,0, ,1.77844,0.00724,
66-75-1,DTXSID8026270,Uracil mustard,C8H11Cl2N3O2,,,,,,,,,0.325087,0.00757821,0.000483,
66-81-9,DTXSID6024882,Cycloheximide,C15H23NO4,0,0,-0.837038175,3.086758586,0,0,0,0,1.57398,0.547757,1.43E-05,
67-42-5,DTXSID2045151,Egtazic Acid,C14H24N2O10,0,0,,,0,0,0,0, ,-0.810099,2.74E-05,
67-52-7,DTXSID8020129,Barbituric acid,C4H4N2O3,0,0,,,0,0,0,0,0.12331,-1.46885,0.000156,
67-66-3,DTXSID1020306,Chloroform,CHCl3,0,0,,,0,0,0,0,6.71429,1.97024,0.000971,
67-71-0,DTXSID4043937,Dimethyl sulfone,C2H6O2S,,,0,0,,,0,0,2.50611,-1.40722,0.000254,
67-72-1,DTXSID7020689,Hexachloroethane,C2Cl6,0,0,,,0,0,0,0,89.7429,4.13909,0.000136,
