DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,HIT CALL,LXR_Emax,LXR_assay
DTXSID7038818,"7-Methoxy-3,7-dimethyloctanal",3613-30-7,C11H22O2,186.16198,Inactive,0,0
DTXSID7038864,"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",88-24-4,C25H36O2,368.27153,Active,1.706296662,1.410902048
DTXSID70400078,(Heptafluoropropyl)trimethylsilane,3834-42-2,C6H9F7Si,242.036174,Inactive,0,0
DTXSID7040150,Perfluorohexanesulfonic acid,355-46-4,C6HF13O3S,399.943881,Inactive,0,0
DTXSID7040152,Arbutin,497-76-7,C12H16O7,272.089603,Inactive,0,0
DTXSID7040154,N-(3-Dimethylaminopropyl)methacrylamide,5205-93-6,C9H18N2O,170.141913,Inactive,0,0
DTXSID7040285,2-Hydroxyacetophenone,118-93-4,C8H8O2,136.052429,Inactive,0,0
DTXSID7040287,Chloroxuron,1982-47-4,C15H15ClN2O2,290.082205,Active,0.981991842,0.663720644
DTXSID7040289,6-Chloro-2-picolinic acid,4684-94-0,C6H4ClNO2,156.993056,Inactive,0,0
DTXSID7040316,Nickel chloride,7718-54-9,Cl2Ni,127.873047,Inactive,0,0
DTXSID7040360,"Ethyl 5,5-diphenyl-2-isoxazoline-3-carboxylate",163520-33-0,C18H17NO3,295.120843,Inactive,0,0
DTXSID7040362,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,50-65-7,C13H8Cl2N2O4,325.986112,Inactive,0,0
DTXSID7040732,4-Chlorophenyl isocyanate,104-12-1,C7H4ClNO,152.998142,Inactive,0,0
DTXSID7040734,2-Ethylhexyl salicylate,118-60-5,C15H22O3,250.156895,Inactive,0,0
DTXSID7040784,n-Tridecylbenzene,123-02-4,C19H32,260.250401,Inactive,0,0
DTXSID7040788,2-tert-Butyl-4-methoxyphenol,121-00-6,C11H16O2,180.11503,Inactive,0,0
DTXSID7041097,1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide,85532-75-8,C21H21ClN2O,352.134241,Active,3.162112139,1.07140499
DTXSID7041178,"6-Diazo-5,6-dihydro-5-oxo1-naphthalenesulfonic acid sodium salt",2657-00-3,C10H5N2NaO4S,271.986772,Inactive,0,0
DTXSID7041253,"3,6-Dimethyl-2,5-dioxo-1,4-dioxane",95-96-5,C6H8O4,144.042259,Inactive,0,0
DTXSID7041388,2-(Methacryloyloxy)ethyl acetoacetate,21282-97-3,C10H14O5,214.084124,Inactive,0,0
DTXSID7041413,R-(-)-Carvone,6485-40-1,C10H14O,150.104465,Inactive,0,0
DTXSID7041461,"3,3,4,4-Tetrachlorotetrahydrothiophene 1,1-dioxide",3737-41-5,C4H4Cl4O2S,255.868611,Active,1.148343114,2.25203639
DTXSID7041467,"3,4-Dichloro-5-isothiazolecarboxylic acid",18480-53-0,C4HCl2NO2S,196.910505,Active,0.71436234,0.541725857
DTXSID7041540,5-Nitroisophthalic acid,618-88-2,C8H5NO6,211.011687,Inactive,0,0
DTXSID7041544,Tonalide,21145-77-7,C18H26O,258.198365,Inactive,0,0
DTXSID7041623,Benodanil,15310-01-7,C13H10INO,322.98071,Active,0.690616661,0.26899803
DTXSID7041629,"2,2'-Dibenzoylaminodiphenyl disulfide",135-57-9,C26H20N2O2S2,456.09662,Inactive,0,0
DTXSID7041671,(+)-alpha-Pinene,7785-70-8,C10H16,136.125201,Inactive,0,0
DTXSID7041675,(¡À)-Bornyl acetate,76-49-3,C12H20O2,196.14633,Inactive,0,0
DTXSID7041708,"C.I. Acid Orange 24, monosodium salt",1320-07-6,C20H17N4NaO5S,448.081735,Inactive,0,0
DTXSID7041887,Dipentaerythritol pentaacrylate,60506-81-2,C25H32O12,524.189376,Active,1.34596852,1.915587103
DTXSID7041889,Diphenyl phosphite,4712-55-4,C12H11O3P,234.044581,Inactive,0,0
DTXSID7041962,Ethyltriethoxysilane,1978/7/9,C8H20O3Si,192.118171,Active,1.026487881,0.300065981
DTXSID7041966,Famphur,52-85-7,C10H16NO5PS2,325.020752,Inactive,0,0
DTXSID7042011,N-Dodecanoyl-N-methylglycine,97-78-9,C15H29NO3,271.214744,Active,0.716884791,0.541725857
DTXSID7042061,Isobornyl acetate,125-12-2,C12H20O2,196.14633,Inactive,0,0
DTXSID7042065,"rel-(1R,4S,4aS,5R,8S,8aR)-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",465-73-6,C12H8Cl6,361.875717,Active,1.683573457,1.568477754
DTXSID7042190,"N,N-Dimethyldecylamine oxide",2605-79-0,C12H27NO,201.209264,Inactive,0,0
DTXSID7042196,Butyl lactate,138-22-7,C7H14O3,146.094294,Inactive,0,0
DTXSID7042198,N-Butyl-p-toluenesulfonamide,1907-65-9,C11H17NO2S,227.098,Inactive,0,0
DTXSID7042273,"2,4-Diisopropylphenol",2934/5/6,C12H18O,178.135765,Inactive,0,0
DTXSID7042279,2-Phenoxyethyl isobutyrate,103-60-6,C12H16O3,208.109944,Inactive,0,0
DTXSID7042356,2-(3-Phenylpropyl)pyridine,2110-18-1,C14H15N,197.120449,Inactive,0,0
DTXSID7042437,Swep,1918-18-9,C8H7Cl2NO2,218.985384,Inactive,0,0
DTXSID7043902,"1,1,3,3-Tetrabutylurea",4559-86-8,C17H36N2O,284.282764,Active,2.591047233,1.155202537
DTXSID7043908,"3-(3,4-Methylenedioxyphenyl)-2-methylpropanal",1205-17-0,C11H12O3,192.078644,Inactive,0,0
DTXSID7044215,Pantoprazole sodium,138786-67-1,C16H14F2N3NaO4S,405.057078,Inactive,0,0
DTXSID7044340,Florasulam,145701-23-1,C12H8F3N5O3S,359.029995,Inactive,0,0
DTXSID7044342,Spirotetramat,203313-25-1,C21H27NO5,373.188923,Inactive,0,0
DTXSID7044390,N-Methylhydrazinecarbothioamide,6610-29-3,C2H7N3S,105.036068,Inactive,0,0
DTXSID7044392,2-Methoxynaphthalene,1993/4/9,C11H10O,158.073165,Inactive,0,0
DTXSID7044394,4-tert-Butylcyclohexanone,98-53-3,C10H18O,154.135765,Active,0.835751797,0.258478656
DTXSID7044396,"2,5,8,11,14-Pentaoxapentadecane",143-24-8,C10H22O5,222.146724,Inactive,0,0
DTXSID7044398,"N-[5-(Phenylimino)-1,3-pentadien-1-yl]aniline hydrochloride (1:1)",1497-49-0,C17H17ClN2,284.108026,Inactive,0,0
DTXSID7044421,3-Acetylpyridine,350-03-8,C7H7NO,121.052764,Inactive,0,0
DTXSID7044423,N-(Chloromethylidene)-N-methylmethanaminium chloride,3724-43-4,C3H7Cl2N,126.995555,Inactive,0,0
DTXSID7044427,4-Morpholinecarboxaldehyde,4394-85-8,C5H9NO2,115.063329,Inactive,0,0
DTXSID7044429,"1,3,5-Benzenetricarbonyl trichloride",4422-95-1,C9H3Cl3O3,263.914777,Active,0.745880484,0.287457662
DTXSID7044471,Methyl nicotinate,93-60-7,C7H7NO2,137.047678,Inactive,0,0
DTXSID7044473,4-Chlorobenzenesulphonic acid,98-66-8,C6H5ClO3S,191.964793,Inactive,0,0
DTXSID7044475,"rel-(2R,5R)-5-Methyl-2-(1-methylethyl)cyclohexanone",491-07-6,C10H18O,154.135765,Inactive,0,0
DTXSID7044479,3-(Triethoxysilyl)propane-1-thiol,14814-09-6,C9H22O3SSi,238.105892,Inactive,0,0
DTXSID7044500,Dodecane-1-sulfonyl chloride,10147-40-7,C12H25ClO2S,268.126379,Inactive,0,0
DTXSID7044502,"2,2'-[Benzene-1,3-diylbis(oxy)]diethanol",102-40-9,C10H14O4,198.089209,Inactive,0,0
DTXSID7044504,Cadmium dinitrate,10325-94-7,CdN2O6,237.879001,Active,0.964716364,2.725975112
DTXSID7044506,2-Phenylethyl acetate,103-45-7,C10H12O2,164.08373,Inactive,0,0
DTXSID7044552,Aluminum hydroxide acetate (1:1:2),142-03-0,C4H7AlO5,162.010887,Inactive,0,0
DTXSID7044639,"2,4-Dichloro-1,3-dinitro-5-(trifluoromethyl)benzene",29091-09-6,C7HCl2F3N2O4,303.926546,Active,0.747863598,1.888391097
DTXSID7044689,N-(4-Methoxyphenyl)-3-oxobutanamide,5437-98-9,C11H13NO3,207.089543,Inactive,0,0
DTXSID7044716,1-Cyclohexylpyrrolidin-2-one,6837-24-7,C10H17NO,167.131014,Inactive,0,0
DTXSID7044718,C.I. Acid Orange 156,68555-86-2,C21H19N4NaO5S,462.097385,Active,1.620074004,0.454723931
DTXSID7044760,Neodymium(III) chloride,10024-93-8,Cl3Nd,246.81429,Inactive,0,0
DTXSID7044762,"2-(3,4-Epoxycyclohexyl)ethyltriethoxy silane",10217-34-2,C14H28O4Si,288.175686,Inactive,0,0
DTXSID7044764,2-Phenylethyl 2-methylpropanoate,103-48-0,C12H16O2,192.11503,Inactive,0,0
DTXSID7044841,Bisphenol A glycidyl methacrylate,1565-94-2,C29H36O8,512.241018,Active,0.885066619,1.204565667
DTXSID7044843,C.I. Solvent Red 140,15905-32-5,C20H8I4O5,835.65505,Inactive,0,0
DTXSID7044847,Tetraisopropyl methylenediphosphonate,1660-95-3,C13H30O6P2,344.151763,Inactive,0,0
DTXSID7044849,"3-Amino-1,2,4-triazole-5-thiol",16691-43-3,C2H4N4S,116.015667,Inactive,0,0
DTXSID7044895,tert-Butyl 4-hydroxybenzoate,25804-49-3,C11H14O3,194.094294,Inactive,0,0
DTXSID7044897,"2-Ethylpropane-1,3-diol",2612-29-5,C5H12O2,104.08373,Inactive,0,0
DTXSID7044922,1-(2-Hydroxyethyl)pyrrolidin-2-one,3445/11/2,C6H11NO2,129.078979,Inactive,0,0
DTXSID7044928,Isopropyl triethanolamine titanate,36673-16-2,C18H42N2O8Ti,462.242058,Inactive,0,0
DTXSID7044970,"2-(3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-8-yloxy)ethyl prop-2-enoate",65983-31-5,C15H20O3,248.141245,Inactive,0,0
DTXSID7044976,"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",682-09-7,C12H22O3,214.156895,Inactive,0,0
DTXSID7047061,Heptadecane,629-78-7,C17H36,240.281701,Inactive,0,0
DTXSID7047065,"1,2-Dimethoxybenzene",91-16-7,C8H10O2,138.06808,Inactive,0,0
DTXSID7047142,beta-Cyclocitral,432-25-7,C10H16O,152.120115,Inactive,0,0
DTXSID7047144,Chlorhexidine dihydrochloride,3697-42-5,C22H32Cl4N10,576.156552,Inactive,0,0
DTXSID7047146,Diethylstilbestrol dipropionate,130-80-3,C24H28O4,380.198759,Active,1.617914171,1.781337387
DTXSID7047190,gamma-Dodecalactone,2305/5/7,C12H22O2,198.16198,Inactive,0,0
DTXSID7047192,"trans-2,cis-6-Nonadien-1-ol",28069-72-9,C9H16O,140.120115,Inactive,0,0
DTXSID7047198,Ethyl 2-methylpentanoate,39255-32-8,C8H16O2,144.11503,Inactive,0,0
DTXSID7047271,PD 0343701,676116-04-4,C26H34N4O4S2,530.202148,Inactive,0,0
DTXSID7047277,Elzasonan,361343-19-3,C22H23Cl2N3OS,447.093889,Inactive,0,0
DTXSID7047279,CP-532623,261947-38-0,C27H27F9N2O3,598.187796,Inactive,0,0
DTXSID7047304,CP-100829,135080-03-4,C14H7Cl2FN2O3S,371.953847,Inactive,0,0
DTXSID7047306,CP-634384,290352-28-2,C19H19NO5,341.126323,Active,0.689594319,0.294894592
DTXSID7047308,CP-105696,158081-99-3,C28H28O4,428.198759,Inactive,0,0
DTXSID7047356,Ilepatril,473289-62-2,C22H28N2O5S,432.171893,Inactive,0,0
DTXSID7047358,Nelivaptan,439687-69-1,C30H32ClN3O8S,629.159864,Active,1.826544757,1.166717575
DTXSID7047433,Equilin,474-86-2,C18H20O2,268.14633,Inactive,0,0
DTXSID7047435,Fluorometholone,426-13-1,C22H29FO4,376.204988,Inactive,0,0
DTXSID7047437,alpha-Hexyl-gamma-butyrolactone,18436-37-8,C10H18O2,170.13068,Inactive,0,0
DTXSID7047439,Benzyl 3-methylbutyl ether,122-73-6,C12H18O,178.135765,Inactive,0,0
DTXSID7047487,Sodium nonyl sulfate,1072-15-7,C9H19NaO4S,246.090175,Active,0.894545195,0.639564395
DTXSID7047510,Benzyl butyrate,103-37-7,C11H14O2,178.09938,Inactive,0,0
DTXSID7047560,(3Z)-Hex-3-en-1-yl hexanoate,31501-11-8,C12H22O2,198.16198,Inactive,0,0
DTXSID7047562,(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate,67883-79-8,C11H18O2,182.13068,Inactive,0,0
DTXSID7047566,Perfluoro-1-iodohexane,355-43-1,C6F13I,445.88371,Inactive,0,0
DTXSID7047641,Dodecyl acetate,112-66-3,C14H28O2,228.20893,Inactive,0,0
DTXSID7047643,1-Cyclohexylethanol,1193-81-3,C8H16O,128.120115,Inactive,0,0
DTXSID7047645,Methyl 4-methoxybenzoate,121-98-2,C9H10O3,166.062994,Inactive,0,0
DTXSID7047647,3-Phenyl-2-propen-1-yl 3-phenylacrylate,122-69-0,C18H16O2,264.11503,Active,0.629821121,1.201333758
DTXSID7047691,2-Methylpropyl but-2-enoate,589-66-2,C8H14O2,142.09938,Inactive,0,0
DTXSID7047693,alpha-Angelica lactone,591-12-8,C5H6O2,98.036779,Inactive,0,0
DTXSID7047697,Naphthalen-2-yl 2-aminobenzoate,63449-68-3,C17H13NO2,263.094629,Active,2.169891642,0.715398261
DTXSID70481246,2-Amino-2H-perfluoropropane,1619-92-7,C3H3F6N,167.016968,Inactive,0,0
DTXSID7048166,PharmaGSID_48166,NOCAS_48166,C19H21N3O8,419.132865,Active,1.048600075,3.84218538
DTXSID7048168,Fabesetron hydrochloride,129299-90-7,C18H20ClN3O,329.12949,Active,1.586307488,0.913440112
DTXSID7051474,Tributyl phosphite,102-85-2,C12H27O3P,250.169782,Inactive,0,0
DTXSID7051557,"2,6-Dimethylpyridine",108-48-5,C7H9N,107.073499,Inactive,0,0
DTXSID7051890,beta-Damascone,23726-91-2,C13H20O,192.151415,Active,1.011598074,1.180801299
DTXSID7052101,"2,2,4,4,6,8,8-Heptamethylnonane",4390/4/9,C16H34,226.266051,Inactive,0,0
DTXSID7052109,(2-Chloroethyl)dimethylamine hydrochloride,4584-46-7,C4H11Cl2N,143.026855,Active,0.873164248,0.991697853
DTXSID7052284,"1,2-Bis(chloromethyl)benzene",612-12-4,C8H8Cl2,174.000306,Active,1.043187346,1.368600255
DTXSID7052288,"1,3-Dihydro-2H-inden-2-one",615-13-4,C9H8O,132.057515,Inactive,0,0
DTXSID7052311,1-Ethoxybutane,628-81-9,C6H14O,102.104465,Inactive,0,0
DTXSID7052319,4-Chloro-3-nitroaniline,635-22-3,C6H5ClN2O2,172.003955,Inactive,0,0
DTXSID7052446,"2,3,5-Trimethylhydroquinone",700-13-0,C9H12O2,152.08373,Inactive,0,0
DTXSID7052529,2-Methoxy-4-vinylphenol,7786-61-0,C9H10O2,150.06808,Inactive,0,0
DTXSID7052571,1-Chloroanthraquinone,82-44-0,C14H7ClO2,242.013457,Inactive,0,0
DTXSID7052573,"2,6-Dibromo-4-nitroaniline",827-94-1,C6H4Br2N2O2,293.863953,Inactive,0,0
DTXSID7052577,"2,3-Dichloro-5,6-dicyano-p-benzoquinone",84-58-2,C8Cl2N2O2,225.933683,Inactive,0,0
DTXSID7052602,"1,4-Dichloro-2-nitrobenzene",89-61-2,C6H3Cl2NO2,190.954084,Inactive,0,0
DTXSID7052652,Citronellyl isobutyrate,97-89-2,C14H26O2,226.19328,Inactive,0,0
DTXSID7052654,2-Furylmethanethiol,1998/2/2,C5H6OS,114.013936,Inactive,0,0
DTXSID7052735,"1,2-dibromo(phenyl)ethane",93-52-7,C8H8Br2,261.899276,Inactive,0,0
DTXSID7052866,cis-Permethrin in cyclohexane,NOCAS_52866,, ,Inactive,0,0
DTXSID70537191,Methyl 3H-perfluoroisopropyl ether,568550-25-4,C4H4F6O,182.016634,Inactive,0,0
DTXSID70565479,8H-Perfluorooctanoic acid,13973-14-3,C8H2F14O2,395.983124,Inactive,0,0
DTXSID7059933,Perfluoro(N-methylmorpholine),382-28-5,C5F11NO,298.980423,Inactive,0,0
DTXSID7060332,(Perfluorobutyryl)-2-thenoylmethane,559-94-4,C10H5F7O2S,321.989848,Active,0.834367806,0.842755853
DTXSID7061982,Perfluoromethylcyclopentane,1805-22-7,C6F12,299.980838,Inactive,0,0
DTXSID7074616,"1H,1H,2H-Perfluoro-1-decene",21652-58-4,C10H3F17,445.996329,Inactive,0,0
DTXSID70858873,EPAMED_Water_Set2-7,NOCAS_858873,, ,Inactive,0,0
DTXSID70858878,EPAMED_Water_Set2-12,NOCAS_858878,, ,Inactive,0,0
DTXSID70858893,EPAMED_Water_Set2-27,NOCAS_858893,, ,Inactive,0,0
DTXSID70858898,EPAMED_Water_Set2-32,NOCAS_858898,, ,Inactive,0,0
DTXSID70858914,EPAMED_Water_Set2-48,NOCAS_858914,, ,Inactive,0,0
DTXSID70858919,EPAMED_Water_Set2-53,NOCAS_858919,, ,Active,-0.759880996,2.189865072
DTXSID70870515,Pentafluoropropanoic anhydride,356-42-3,C6F10O3,309.968775,Inactive,0,0
DTXSID70872711,EPAMED_Water_Set3-6,NOCAS_872711,, ,Inactive,0,0
DTXSID70872716,EPAMED_Water_Set3-11,NOCAS_872716,, ,Inactive,0,0
DTXSID70872731,EPAMED_Water_Set3-26,NOCAS_872731,, ,Inactive,0,0
DTXSID70872736,EPAMED_Water_Set3-31,NOCAS_872736,, ,Inactive,0,0
DTXSID70872751,EPAMED_Water_Set3-46,NOCAS_872751,, ,Inactive,0,0
DTXSID70872756,EPAMED_Water_Set3-51,NOCAS_872756,, ,Inactive,0,0
DTXSID70880134,1-Pentafluoroethylethanol,374-40-3,C4H5F5O,164.026056,Inactive,0,0
DTXSID70880215,Perfluoro-2-methyl-3-oxahexanoic acid,13252-13-6,C6HF11O3,329.975004,Inactive,0,0
DTXSID70880230,"((2,2,3,3-Tetrafluoropropoxy)methyl)oxirane",19932-26-4,C6H8F4O2,188.046042,Inactive,0,0
DTXSID70903832,EPAMED_Water_Set4-8,NOCAS_903832,, ,Inactive,0,0
DTXSID70903837,EPAMED_Water_Set4-13,NOCAS_903837,, ,Inactive,0,0
DTXSID70903852,EPAMED_Water_Set4-28,NOCAS_903852,, ,Inactive,0,0
DTXSID70903857,EPAMED_Water_Set4-43,NOCAS_903857,, ,Inactive,0,0
DTXSID70903872,EPAMED_Water_Set5-13,NOCAS_903872,, ,Inactive,0,0
DTXSID70903877,EPAMED_Water_Set5-18,NOCAS_903877,, ,Inactive,0,0
DTXSID70903892,EPAMED_Water_Set5-33,NOCAS_903892,, ,Inactive,0,0
DTXSID801339553,AFFF Solberg F1 (1X),NOCAS_1339553,, ,Active,1.905192378,4.316904216
DTXSID80195822,4-Methylcyclohexanecarboxylic acid,4331-54-8,C8H14O2,142.09938,Inactive,0,0
DTXSID8020040,Aldrin,309-00-2,C12H8Cl6,361.875717,Active,1.646711625,1.210907688
DTXSID8020044,Allyl alcohol,107-18-6,C3H6O,58.041865,Inactive,0,0
DTXSID8020092,2-Methoxyaniline hydrochloride,134-29-2,C7H10ClNO,159.045092,Inactive,0,0
DTXSID8020121,Sodium azide,26628-22-8,N3Na,64.998991,Inactive,0,0
DTXSID8020123,Azobenzene,103-33-3,C12H10N2,182.084398,Active,0.847248113,0.541725857
DTXSID8020127,3'-Azido-3'-deoxythymidine,30516-87-1,C10H13N5O4,267.096754,Inactive,0,0
DTXSID8020175,"1,4-Bis[2-(3,5-dichloropyridyloxy)]benzene",76150-91-9,C16H8Cl4N2O2,399.933988,Inactive,0,0
DTXSID8020179,Diisopropanolamine,110-97-4,C6H15NO2,133.110279,Inactive,0,0
DTXSID8020202,Budesonide,51333-22-3,C25H34O6,430.235539,Active,1.190354327,0.541725857
DTXSID8020252,Carbromal,77-65-6,C7H13BrN2O2,236.016041,Inactive,0,0
DTXSID8020256,d-Carvone,2244-16-8,C10H14O,150.104465,Inactive,0,0
DTXSID8020331,Ciprofibrate,52214-84-3,C13H14Cl2O3,288.032,Inactive,0,0
DTXSID8020337,Clomiphene citrate (1:1),50-41-9,C32H36ClNO8,597.212945,Active,0.926295079,2.064604603
DTXSID8020381,Deltamethrin,52918-63-5,C22H19Br2NO3,502.973169,Inactive,0,0
DTXSID8020410,Dibenzo-p-dioxin,262-12-4,C12H8O2,184.052429,Inactive,0,0
DTXSID8020462,Diethylene glycol,111-46-6,C4H10O3,106.062994,Inactive,0,0
DTXSID8020464,Diethyl maleate,141-05-9,C8H12O4,172.073559,Inactive,0,0
DTXSID8020466,"N,N'-Diethylthiourea",105-55-5,C5H12N2S,132.07212,Inactive,0,0
DTXSID8020541,"5,5-Diphenylhydantoin",57-41-0,C15H12N2O2,252.089878,Inactive,0,0
DTXSID8020545,"2,5-Dithiobiurea",142-46-1,C2H6N4S2,150.003389,Inactive,0,0
DTXSID8020591,Ethyl methylphenylglycidate,77-83-8,C12H14O3,206.094294,Inactive,0,0
DTXSID8020593,1-Ethyl-1-nitrosourea,759-73-9,C3H7N3O2,117.053826,Inactive,0,0
DTXSID8020597,Ethylene glycol,107-21-1,C2H6O2,62.036779,Inactive,0,0
DTXSID8020620,Fenthion,55-38-9,C10H15O3PS2,278.020024,Active,-0.985039636,1.000934405
DTXSID8020628,Fluometuron,2164-17-2,C10H11F3N2O,232.082347,Inactive,0,0
DTXSID8020674,Griseofulvin,126-07-8,C17H17ClO6,352.071366,Inactive,0,0
DTXSID8020703,Hydrazine sulfate,10034-93-2,H6N2O4S,130.004828,Inactive,0,0
DTXSID8020755,Isoniazid,54-85-3,C6H7N3O,137.058912,Inactive,0,0
DTXSID8020759,Isophorone,78-59-1,C9H14O,138.104465,Inactive,0,0
DTXSID8020830,8-Methoxypsoralen,298-81-7,C12H8O4,216.042259,Inactive,0,0
DTXSID8020834,Methyl carbamate,598-55-0,C2H5NO2,75.032028,Inactive,0,0
DTXSID8020838,3'-Methyl-4-(dimethylamino)azobenzene,55-80-1,C15H17N3,239.142248,Inactive,0,0
DTXSID8020880,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,76014-81-8,C10H15N3O2,209.116427,Inactive,0,0
DTXSID8020913,Naphthalene,91-20-3,C10H8,128.0626,Inactive,0,0
DTXSID8020915,1-Naphthaleneacetic acid,86-87-3,C12H10O2,186.06808,Inactive,0,0
DTXSID8020917,N-(1-Naphthyl)ethylenediamine dihydrochloride,1465-25-4,C12H16Cl2N2,258.069054,Inactive,0,0
DTXSID8020961,4-Nitrobenzenamine,100-01-6,C6H6N2O2,138.042927,Inactive,0,0
DTXSID8020963,4-Nitroanthranilic acid,619-17-0,C7H6N2O4,182.032757,Inactive,0,0
DTXSID8020965,6-Nitrobenzimidazole,94-52-0,C7H5N3O2,163.038176,Inactive,0,0
DTXSID8020969,Nitroethane,79-24-3,C2H5NO2,75.032028,Inactive,0,0
DTXSID8021062,N-Nitrosopyrrolidine,930-55-2,C4H8N2O,100.063663,Inactive,0,0
DTXSID8021141,"1,4-Benzenediamine dihydrochloride",624-18-0,C6H10Cl2N2,180.022104,Inactive,0,0
DTXSID8021147,Phenylhydrazine,100-63-0,C6H8N2,108.068748,Inactive,0,0
DTXSID8021195,"1,3-Propane sultone",1120-71-4,C3H6O3S,122.003765,Inactive,0,0
DTXSID8021199,Pebulate,1114-71-2,C10H21NOS,203.134385,Inactive,0,0
DTXSID8021224,C.I. Acid Red 114,6459-94-5,C37H28N4Na2O10S3,830.076295,Inactive,0,0
DTXSID8021272,Sodium chlorite,7758-19-2,ClNaO2,89.948451,Inactive,0,0
DTXSID8021301,Tamoxifen citrate,54965-24-1,C32H37NO8,563.251917,Active,0.752845872,2.700061102
DTXSID8021305,(R)-Tegafur,37076-68-9,C8H9FN2O3,200.05972,Inactive,0,0
DTXSID8021359,Tolbutamide,64-77-7,C12H18N2O3S,270.103814,Inactive,0,0
DTXSID8021438,"1,1-Dichloroethylene",75-35-4,C2H2Cl2,95.953356,Inactive,0,0
DTXSID8021513,Butyraldehyde,123-72-8,C4H8O,72.057515,Inactive,0,0
DTXSID8021515,Butanoic acid,107-92-6,C4H8O2,88.052429,Inactive,0,0
DTXSID8021517,Maleic acid,110-16-7,C4H4O4,116.010959,Inactive,0,0
DTXSID8021519,2-(2-Butoxyethoxy)ethanol,112-34-5,C8H18O3,162.125594,Inactive,0,0
DTXSID8021640,Nonanedioic acid,123-99-9,C9H16O4,188.104859,Inactive,0,0
DTXSID8021642,Octadecanoic acid,1957/11/4,C18H36O2,284.27153,Inactive,0,0
DTXSID8021648,4-Oxopentanoic acid,123-76-2,C5H8O3,116.047344,Inactive,0,0
DTXSID8021721,Strychnine hemisulphate salt,60-41-3,C42H46N4O8S,766.303636,Inactive,0,0
DTXSID8021725,Nicotine sulfate (2:1),65-30-5,C20H30N4O4S,422.198777,Inactive,0,0
DTXSID8021771,4-(2-Methylbutan-2-yl)phenol,80-46-6,C11H16O,164.120115,Inactive,0,0
DTXSID8021777,Riboflavin,83-88-5,C17H20N4O6,376.138284,Inactive,0,0
DTXSID8021800,"N,N-Diethylaniline",91-66-7,C10H15N,149.120449,Inactive,0,0
DTXSID8021802,"1,1'-Bicyclohexyl",92-51-3,C12H22,166.172151,Inactive,0,0
DTXSID8021804,Benzocaine,1994/9/7,C9H11NO2,165.078979,Inactive,0,0
DTXSID8021808,o-Cresol,95-48-7,C7H8O,108.057515,Inactive,0,0
DTXSID8021856,4-Butylaniline,104-13-2,C10H15N,149.120449,Inactive,0,0
DTXSID8021931,1-Hexanol,111-27-3,C6H14O,102.104465,Inactive,0,0
DTXSID8021937,1-Heptanol,111-70-6,C7H16O,116.120115,Inactive,0,0
DTXSID8022036,(1S)-(-)-Camphor,464-48-2,C10H16O,152.120115,Inactive,0,0
DTXSID8022080,"2,4,6-Triiodophenol",609-23-4,C6H3I3O,471.7318,Active,0.705571888,0.765030785
DTXSID8022082,2-Hydroxyacetanilide,614-80-2,C8H9NO2,151.063329,Inactive,0,0
DTXSID8022084,4-Ethoxy-2-nitroaniline,616-86-4,C8H10N2O3,182.069142,Inactive,0,0
DTXSID8022111,"N-(3,4-Dichlorophenyl)propanamide",709-98-8,C9H9Cl2NO,217.006119,Inactive,0,0
DTXSID8022113,"3,4-Dichloro-1-butene",760-23-6,C4H6Cl2,123.984656,Inactive,0,0
DTXSID8022161,Ioxynil,1689-83-4,C7H3I2NO,370.8304,Inactive,0,0
DTXSID8022246,"1,4-Piperazinedipropanamine",7209-38-3,C10H24N4,200.200097,Inactive,0,0
DTXSID8022292,Permethrin,52645-53-1,C21H20Cl2O3,390.07895,Active,0.864070442,1.107164318
DTXSID8022325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",2971-36-0,C14H11Cl3O2,315.982463,Inactive,0,0
DTXSID8022377,17alpha-Estradiol,57-91-0,C18H24O2,272.17763,Inactive,0,0
DTXSID8022406,"2,4-Dihydroxybenzophenone",131-56-6,C13H10O3,214.062994,Inactive,0,0
DTXSID8022408,Phenol red,143-74-8,C19H14O5S,354.056195,Inactive,0,0
DTXSID8022589,Aminoglutethimide,125-84-8,C13H16N2O2,232.121178,Inactive,0,0
DTXSID8022666,Betaine,107-43-7,C5H11NO2,117.078979,Inactive,0,0
DTXSID8022741,Carbutamide,339-43-5,C11H17N3O3S,271.099063,Inactive,0,0
DTXSID8022824,Ciprofloxacin,85721-33-1,C17H18FN3O3,331.13322,Inactive,0,0
DTXSID8022828,Cladribine,4291-63-8,C10H12ClN5O3,285.062867,Inactive,0,0
DTXSID8022959,Docusate sodium,577-11-7,C20H37NaO7S,444.215769,Inactive,0,0
