PREFERRED NAME,DTXSID,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,PPARg_antagonist_ch1,PPARg_Emax,PPARg_assay
Cyanoacetic acid,DTXSID0027149,372-09-8,C3H3NO2,85.016378,Inactive,0,0
"1,3-Cyclopentadiene",DTXSID0027191,542-92-7,C5H6,66.04695,Inactive,0,0
Hexadecane,DTXSID0027195,544-76-3,C16H34,226.266051,Inactive,0,0
Methyl 2-hydroxypropanoate,DTXSID0027197,547-64-8,C4H8O3,104.047344,Inactive,0,0
Terpinolene,DTXSID0027222,586-62-9,C10H16,136.125201,Inactive,0,0
4-Pentenenitrile,DTXSID0027228,592-51-8,C5H7N,81.057849,Inactive,0,0
1-Pentadecanol,DTXSID0027270,629-76-5,C15H32O,228.245316,Inactive,0,0
"1,2-Cyclohexanediamine",DTXSID0027301,694-83-7,C6H14N2,114.115698,Inactive,0,0
Ethyl 3-ethoxypropionate,DTXSID0027309,763-69-9,C7H14O3,146.094294,Inactive,0,0
3-Dimethylaminopropionitrile,DTXSID0027432,1738-25-6,C5H10N2,98.084398,Inactive,0,0
Phenylphosphinic acid,DTXSID0027436,1779-48-2,C6H7O2P,142.018366,Inactive,0,0
Dibutyl phosphite,DTXSID0027438,1809-19-4,C8H19O3P,194.107181,Inactive,0,0
Dimethyl chlorothiophosphate,DTXSID0027486,2524-03-0,C2H6ClO2PS,159.951465,Inactive,0,0
Sodium ethenesulfonate,DTXSID0027513,3039-83-6,C2H3NaO3S,129.970059,Inactive,0,0
"3a,4,7,7a-Tetrahydroindene",DTXSID0027515,3048-65-5,C9H12,120.0939,Inactive,0,0
"Dimethyl 3,3'-thiodipropionate",DTXSID0027561,4131-74-2,C8H14O4S,206.06128,Inactive,0,0
Methylsilanetriyl triacetate,DTXSID0027565,4253-34-3,C7H12O6Si,220.040315,Inactive,0,0
3-Chloropivaloyl chloride,DTXSID0027567,4300-97-4,C5H8Cl2O,153.99522,Inactive,0,0
Malic acid,DTXSID0027640,6915-15-7,C4H6O5,134.021523,Inactive,0,0
4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,DTXSID0027721,10081-67-1,C30H31N,405.24565,Inactive,0,0
Isomethyltetrahydrophthalic anhydride,DTXSID0027729,11070-44-3,, ,Inactive,0,0
"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",DTXSID0027771,15233-47-3,C20H28N2,296.225249,Inactive,0,0
Trimethylolpropane triacrylate,DTXSID0027773,15625-89-5,C15H20O6,296.125988,Active,51.0947268,1.845682884
Propylene glycol dibenzoate,DTXSID0027802,19224-26-1,C17H16O4,284.104859,Inactive,0,0
2-Amino-2-methylpropionitrile,DTXSID0027804,19355-69-2,C4H8N2,84.068748,Inactive,0,0
Potassium anilinoacetate,DTXSID0027806,19525-59-8,C8H8KNO2,189.01921,Inactive,0,0
Chlorotoluene,DTXSID0027852,25168-05-2,, ,Inactive,0,0
Dipropylene glycol,DTXSID0027856,25265-71-8,C6H14O3,134.094294,Inactive,0,0
Diisopropylbenzene,DTXSID0027858,25321-09-9,C12H18,162.140851,Inactive,0,0
Diisooctyl phthalate,DTXSID0027933,27554-26-3,C24H38O4,390.27701,Inactive,0,0
"4-Amino-6-tert-butyl-3-thioxo-3,4-dihydro-1,2,4-triazin-5(2H)-one",DTXSID0027981,33509-43-2,C7H12N4OS,200.073182,Inactive,0,0
Dipropylene glycol monomethyl ether,DTXSID0027983,34590-94-8,C7H16O3,148.109944,Inactive,0,0
"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",DTXSID0028030,52829-07-9,C28H52N2O4,480.392708,Inactive,0,0
3-Iodo-2-propynyl-N-butylcarbamate,DTXSID0028038,55406-53-6,C8H12INO2,280.99127,Active,45.90315237,0.827416217
"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",DTXSID0028666,68515-49-1,, ,Inactive,0,0
4-Hydroxyacetophenone,DTXSID0029133,99-93-4,C8H8O2,136.052429,Inactive,0,0
"2,6-Dimethylnaphthalene",DTXSID0029187,581-42-0,C12H12,156.0939,Inactive,0,0
Guanidine carbonate,DTXSID0029189,593-85-1,C3H12N6O3,180.097088,Inactive,0,0
Butyltin trichloride,DTXSID0029210,1118-46-3,C4H9Cl3Sn,281.879185,Inactive,0,0
Methylionone,DTXSID0029214,1335-46-2,, ,Inactive,0,0
1-Bromo-4-ethylbenzene,DTXSID0029218,1585-07-5,C8H9Br,183.988763,Inactive,0,0
Hydroxyethyl imidazolidinone,DTXSID0029260,3699-54-5,C5H10N2O2,130.074228,Inactive,0,0
"2,6-Di-tert-butyl-4-ethylphenol",DTXSID0029262,4130-42-1,C16H26O,234.198365,Inactive,0,0
"Alkyl (C8,C10) glycidyl ether",DTXSID0029474,68609-96-1,, ,Inactive,0,0
Diazolidinyl urea,DTXSID0029559,78491-02-8,C8H14N4O7,278.086249,Inactive,0,0
Iron(II) sulfate,DTXSID0029688,7720-78-7,FeO4S,151.886666,Inactive,0,0
Sodium dichloroisocyanurate dihydrate,DTXSID0029761,51580-86-0,C3H4Cl2N3NaO5,254.94257,Inactive,0,0
"Acetic acid, C8-10-branched alkyl esters, C9-rich",DTXSID0029848,108419-33-6,, ,Inactive,0,0
2-Acetylthiazole,DTXSID0030162,24295-03-2,C5H5NOS,127.009185,Inactive,0,0
p-Synephrine,DTXSID0030588,1994/7/5,C9H13NO2,167.094629,Inactive,0,0
Scopolamine hydrobromide,DTXSID0032029,114-49-8,C17H22BrNO4,383.073221,Inactive,0,0
Sodium selenite,DTXSID0032077,10102-18-8,Na2O3Se,173.880804,Inactive,0,0
"4-Chloro-3,5-dimethylphenol",DTXSID0032316,88-04-0,C8H9ClO,156.034193,Inactive,0,0
Triadimenol,DTXSID0032493,55219-65-3,C14H18ClN3O2,295.108754,Inactive,0,0
Triclopyr,DTXSID0032497,55335-06-3,C7H4Cl3NO3,254.925676,Inactive,0,0
Azoxystrobin,DTXSID0032520,131860-33-8,C22H17N3O5,403.116821,Inactive,0,0
Prallethrin,DTXSID0032572,23031-36-9,C19H24O3,300.172545,Inactive,0,0
Thiodicarb,DTXSID0032578,59669-26-0,C10H18N4O4S3,354.049019,Inactive,0,0
Cyproconazole,DTXSID0032601,94361-06-5,C15H18ClN3O,291.11384,Inactive,0,0
(+-)-Diclofop-methyl,DTXSID0032605,51338-27-3,C16H14Cl2O4,340.026914,Inactive,0,0
Thidiazuron,DTXSID0032651,51707-55-2,C9H8N4OS,220.041882,Inactive,0,0
Triticonazole,DTXSID0032655,131983-72-7,C17H20ClN3O,317.12949,Inactive,0,0
"2,2-Dimethylbutanoic acid",DTXSID0032811,595-37-9,C6H12O2,116.08373,Inactive,0,0
"2,2-Dimethyl-3-pentanol",DTXSID0032813,3970-62-5,C7H16O,116.120115,Inactive,0,0
"1-Nitro-2,4-difluorobenzene",DTXSID0032869,446-35-5,C6H3F2NO2,159.013185,Inactive,0,0
"3,3'-Dithiodipropionic acid",DTXSID0032998,1119-62-6,C6H10O4S2,210.002051,Inactive,0,0
4-(Methylthio)benzaldehyde,DTXSID0033047,3446-89-7,C8H8OS,152.029586,Inactive,0,0
L-Cichoric acid,DTXSID0033332,70831-56-0,C22H18O12,474.079826,Inactive,0,0
Cimicifugoside,DTXSID0033334,27994-11-2,C35H56O9,620.392433,Inactive,0,0
Daunomycin hydrochloride,DTXSID0033382,23541-50-6,C27H30ClNO10,563.155824,Inactive,0,0
Echinacoside,DTXSID0033469,82854-37-3,C35H46O20,786.258244,Inactive,0,0
Methyl thioglycolate,DTXSID0033673,2365-48-2,C3H6O2S,106.008851,Inactive,0,0
N-Isopropylacrylamide,DTXSID0033754,2210-25-5,C6H11NO,113.084064,Inactive,0,0
Rifabutin,DTXSID0033960,72559-06-9,C46H62N4O11,846.441509,Inactive,0,0
17beta-Trenbolone,DTXSID0034192,10161-33-8,C18H22O2,270.16198,Active,36.74579682,1.146564909
Tebufenpyrad,DTXSID0034223,119168-77-3,C18H24ClN3O,333.16079,Inactive,0,0
Icaridin,DTXSID0034227,119515-38-7,C12H23NO3,229.167794,Inactive,0,0
gamma-Nonanolactone,DTXSID0034229,104-61-0,C9H16O2,156.11503,Inactive,0,0
Acetamiprid,DTXSID0034300,135410-20-7,C10H11ClN4,222.067224,Inactive,0,0
Desmedipham,DTXSID0034518,13684-56-5,C16H16N2O4,300.111007,Inactive,0,0
Emamectin benzoate,DTXSID0034566,155569-91-8,, ,Inactive,0,0
Mancozeb,DTXSID0034695,8018/1/7,C8H12MnN4S8Zn,538.749952,Inactive,0,0
Topramezone,DTXSID0034722,210631-68-8,C16H17N3O5S,363.088892,Inactive,0,0
Tolclofos-methyl,DTXSID0034776,57018-04-9,C9H11Cl2O3PS,299.954358,Inactive,0,0
Penoxsulam,DTXSID0034803,219714-96-2,C16H14F5N5O5S,483.063581,Inactive,0,0
Fuazifop-P-butyl,DTXSID0034855,79241-46-6,C19H20F3NO4,383.134443,Inactive,0,0
Fosthiazate,DTXSID0034930,98886-44-3,C9H18NO3PS2,283.046573,Inactive,0,0
Sulfometuron-methyl,DTXSID0034936,74222-97-2,C15H16N4O5S,364.084141,Inactive,0,0
alpha-Ionone,DTXSID0035160,127-41-3,C13H20O,192.151415,Inactive,0,0
Chloroallyl methenamine chloride,DTXSID0035748,51229-78-8,C9H16Cl2N4,250.075202,Inactive,0,0
Medroxyprogesterone,DTXSID0036508,520-85-4,C22H32O3,344.235145,Inactive,0,0
"2,4,5,6-Pyrimidinetetramine sulfate (1:1)",DTXSID0037023,5392-28-9,C4H10N6O4S,238.048424,Inactive,0,0
Flurbiprofen,DTXSID0037231,5104-49-4,C15H13FO2,244.089958,Active,34.83565561,1.1
Glybenclamide,DTXSID0037237,10238-21-8,C23H28ClN3O5S,493.14382,Active,47.35377324,2.103433232
Atraton,DTXSID0037493,1610-17-9,C9H17N5O,211.14331,Inactive,0,0
Deisopropylatrazine,DTXSID0037495,1007-28-9,C5H8ClN5,173.046823,Inactive,0,0
Dialifor,DTXSID0037522,10311-84-9,C14H17ClNO4PS2,393.002515,Inactive,0,0
Methabenzthiazuron,DTXSID0037570,18691-97-9,C10H11N3OS,221.062283,Inactive,0,0
Monolinuron,DTXSID0037576,1746-81-2,C9H11ClN2O2,214.050905,Inactive,0,0
"1,4-Dihydroxy-2-naphthoic acid",DTXSID0037730,31519-22-9,C11H8O4,204.042259,Active,60.63492846,1.012152906
2-Bromohexadecanoic acid,DTXSID0037734,18263-25-7,C16H31BrO2,334.150743,Inactive,0,0
2-Methoxy-4-nitroaniline,DTXSID0038700,97-52-9,C7H8N2O3,168.053492,Inactive,0,0
4-Fluorobenzaldehyde,DTXSID0038756,459-57-4,C7H5FO,124.032443,Inactive,0,0
2-Methoxyethyl cyanoacetate,DTXSID0038831,10258-54-5,C6H9NO3,143.058243,Inactive,0,0
C.I. Acid Orange 7,DTXSID0038881,633-96-5,C16H11N2NaO4S,350.033722,Inactive,0,0
Fluorescein,DTXSID0038887,2321/7/5,C20H12O5,332.068473,Active,358.3651411,1.155107297
Aldicarb,DTXSID0039223,116-06-3,C7H14N2O2S,190.077599,Inactive,0,0
2-Acetylaminofluorene,DTXSID0039227,53-96-3,C15H13NO,223.099714,Inactive,0,0
"2,6-Diaminopyridine",DTXSID0040127,141-86-6,C5H7N3,109.063997,Inactive,0,0
Rifamycin SV sodium salt,DTXSID0040208,14897-39-3,C37H46NNaO12,719.29177,Inactive,0,0
Docetaxel,DTXSID0040464,114977-28-5,C43H53NO14,807.346605,Inactive,0,0
Fenbendazole,DTXSID0040672,43210-67-9,C15H13N3O2S,299.072848,Inactive,0,0
Fluocinolone acetonide,DTXSID0040674,67-73-2,C24H30F2O6,452.201045,Inactive,0,0
Glipizide,DTXSID0040676,29094-61-9,C21H27N5O4S,445.178376,Inactive,0,0
Idebenone,DTXSID0040678,58186-27-9,C19H30O5,338.209324,Inactive,0,0
Triethyl citrate,DTXSID0040701,77-93-0,C12H20O7,276.120903,Inactive,0,0
4-tert-Butylbenzoic acid,DTXSID0040703,98-73-7,C11H14O2,178.09938,Inactive,0,0
Cinchophen,DTXSID0040705,132-60-5,C16H11NO2,249.078979,Inactive,0,0
4-Pentylaniline,DTXSID0040707,33228-44-3,C11H17N,163.1361,Inactive,0,0
N-(9-Fluorenylmethoxycarbonyl)-L-leucine,DTXSID0040751,35661-60-0,C21H23NO4,353.162708,Inactive,0,0
Ciglitizone,DTXSID0040757,74772-77-3,C18H23NO3S,333.139865,Inactive,0,0
o-(Chloroacetylcarbamoyl)fumagillol,DTXSID0041141,129298-91-5,C19H28ClNO6,401.160515,Inactive,0,0
(Z)-Hexadec-9-enoic acid,DTXSID0041197,373-49-9,C16H30O2,254.22458,Inactive,0,0
"cis-1,2,3,6-Tetrahydrophthalimide",DTXSID0041220,1469-48-3,C8H9NO2,151.063329,Inactive,0,0
"1,2,6-Hexanetriol",DTXSID0041224,106-69-4,C6H14O3,134.094294,Inactive,0,0
"3,5,5-Trimethylhexyl acetate",DTXSID0041270,58430-94-7,C11H22O2,186.16198,Inactive,0,0
"1-Phenyl-1H-pyrrole-2,5-dione",DTXSID0041274,941-69-5,C10H7NO2,173.047678,Inactive,0,0
"Ethyl (2E,4Z)-deca-2,4-dienoate",DTXSID0041357,3025-30-7,C12H20O2,196.14633,Active,64.35695571,0.870617729
"2,4-Dichloro-3,5-dimethylphenol",DTXSID0041359,133-53-9,C8H8Cl2O,189.99522,Inactive,0,0
2-Methyl-2-butanol,DTXSID0041436,75-85-4,C5H12O,88.088815,Inactive,0,0
(3Z)-3-Hexenyl acetate,DTXSID0041484,3681-71-8,C8H14O2,142.09938,Inactive,0,0
4-Chloropyridine 1-oxide,DTXSID0041513,1121-76-2,C5H4ClNO,128.998142,Inactive,0,0
"4-Hydroxy-2,5-dimethyl-3(2H)furanone",DTXSID0041517,3658-77-3,C6H8O3,128.047344,Inactive,0,0
4-Methyl-3-heptanol,DTXSID0041519,14979-39-6,C8H18O,130.135765,Inactive,0,0
"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",DTXSID0041567,141-22-0,C18H34O3,298.250795,Active,67.52769346,0.828319679
"C.I. Acid Yellow 34, monosodium salt",DTXSID0041646,6359-90-6,C16H12ClN4NaO4S,414.016548,Inactive,0,0
Dimethyl acetylsuccinate,DTXSID0041692,10420-33-4,C8H12O5,188.068473,Inactive,0,0
Butoxycarboxim,DTXSID0041698,34681-23-7,C7H14N2O4S,222.067428,Inactive,0,0
C.I. Acid Yellow 3 disodium salt,DTXSID0041721,8004-92-0,, ,Inactive,0,0
Dicapthon,DTXSID0041850,2463-84-5,C8H9ClNO5PS,296.962758,Inactive,0,0
Dichloralurea,DTXSID0041852,116-52-9,C5H6Cl6N2O3,351.850958,Inactive,0,0
2-Fluoroacetic acid,DTXSID0041981,144-49-0,C2H3FO2,78.011707,Inactive,0,0
Fluoroglycofen-ethyl,DTXSID0041983,77501-90-7,C18H13ClF3NO7,447.033264,Inactive,0,0
Fluorosalan,DTXSID0041985,4776/6/1,C14H8Br2F3NO2,436.887389,Active,67.02900238,2.70817521
Flurochloridone,DTXSID0041987,61213-25-0,C12H10Cl2F3NO,311.009154,Inactive,0,0
Heptyl butyrate,DTXSID0042038,5870-93-9,C11H22O2,186.16198,Inactive,0,0
Isoxathion,DTXSID0042080,18854-01-8,C13H16NO4PS,313.053766,Inactive,0,0
"N-(1,1-Dimethylethyl)-, 3-[[(dimethylamino)carbonyl]amino]phenyl ester",DTXSID0042084,4849-32-5,C14H21N3O3,279.158292,Inactive,0,0
Laurocapram,DTXSID0042086,59227-89-3,C18H35NO,281.271865,Inactive,0,0
Mecarbam,DTXSID0042117,2595-54-2,C10H20NO5PS2,329.052052,Inactive,0,0
Monopotassium phthalate,DTXSID0042167,877-24-7,C8H5KO4,203.98249,Inactive,0,0
Monotridecyl phosphate,DTXSID0042169,5116-94-9,C13H29O4P,280.180346,Active,58.42782716,1.287562941
2-Ethylaniline,DTXSID0042242,578-54-1,C8H11N,121.089149,Inactive,0,0
"4,4'-Methylenebis(N,N-diglycidylaniline)",DTXSID0042248,28768-32-3,C25H30N2O4,422.220557,Active,53.8651887,1.456227012
4-Propylanisole,DTXSID0042325,104-45-0,C10H14O,150.104465,Inactive,0,0
Dipropylene glycol dimethyl ether,DTXSID0042327,111109-77-4,, ,Inactive,0,0
Dimethoxydimethylsilane,DTXSID0042379,1112-39-6,C4H12O2Si,120.060656,Inactive,0,0
Sodium hexyldecyl sulfate,DTXSID0042400,1120-01-0,C16H33NaO4S,344.199725,Inactive,0,0
Sodium methyl sulfate,DTXSID0042406,512-42-5,CH3NaO4S,133.964974,Inactive,0,0
"(+/-)-2,3-Dihydroxypropyl tetradecanoate",DTXSID0042454,589-68-4,C17H34O4,302.24571,Inactive,0,0
N-{[(2S)-1-Ethylpyrrolidin-2-yl]methyl}-2-methoxy-5-sulfamoylbenzamide,DTXSID0042583,23672-07-3,C15H23N3O4S,341.140927,Inactive,0,0
Tetrabenazine,DTXSID0042614,58-46-8,C19H27NO3,317.199094,Inactive,0,0
"4,4'-Dinitrodiphenylurea",DTXSID0043761,587-90-6,C13H10N4O5,302.065119,Inactive,0,0
Ouabain,DTXSID0043765,630-60-4,C29H44O12,584.283277,Active,41.42562085,3.535309585
Xibenolol,DTXSID0043848,30187-90-7,C15H25NO2,251.188529,Inactive,0,0
Carmoxirole,DTXSID0043892,98323-83-2,C24H26N2O2,374.199428,Inactive,0,0
Fenoldopam,DTXSID0043896,67227-56-9,C16H16ClNO3,305.081871,Inactive,0,0
Ibufenac,DTXSID0044107,1553-60-2,C12H16O2,192.11503,Inactive,0,0
Triethylene glycol bis(3-tert-butyl-4-hydroxy-5-methylphenyl)propionate,DTXSID0044236,36443-68-2,C34H50O8,586.350569,Inactive,0,0
Quinine,DTXSID0044280,130-95-0,C20H24N2O2,324.183778,Inactive,0,0
4-Methylpentan-1-ol,DTXSID0044313,626-89-1,C6H14O,102.104465,Inactive,0,0
"1,5-Naphthalenedisulfonic acid, disodium salt hydrate",DTXSID0044315,207569-02-6,C10H8Na2O7S2,349.950684,Inactive,0,0
8-Hydroxyquinoline-5-sulfonic acid hydrate (1:x),DTXSID0044317,207386-92-3,, ,Inactive,0,0
Hexanedihydrazide,DTXSID0044361,1071-93-8,C6H14N4O2,174.111676,Inactive,0,0
Ethyl decanoate,DTXSID0044363,110-38-3,C12H24O2,200.17763,Inactive,0,0
"(1,1-Dimethylethyl)urea",DTXSID0044365,1118-12-3,C5H12N2O,116.094963,Inactive,0,0
Tetradonium bromide,DTXSID0044367,1119-97-7,C17H38BrN,335.218763,Inactive,0,0
"N,N-Dimethylpyridin-4-amine",DTXSID0044369,1122-58-3,C7H10N2,122.084398,Inactive,0,0
"2,6-Di(butan-2-yl)phenol",DTXSID0044440,5510-99-6,C14H22O,206.167065,Inactive,0,0
Betaine hydrochloride,DTXSID0044446,590-46-5,C5H12ClNO2,153.055656,Inactive,0,0
4-Pentenoic acid,DTXSID0044448,591-80-0,C5H8O2,100.052429,Inactive,0,0
Methyl 3-sulfamoylthiophene-2-carboxylate,DTXSID0044490,59337-93-8,C6H7NO4S2,220.98165,Inactive,0,0
2-Phenylethyl phenylacetate,DTXSID0044494,102-20-5,C16H16O2,240.11503,Inactive,0,0
6-Pentyltetrahydro-2H-pyran-2-one,DTXSID0044496,705-86-2,C10H18O2,170.13068,Inactive,0,0
"N,N-Diethyl-N-methylethanaminium chloride",DTXSID0044498,10052-47-8,C7H18ClN,151.112777,Inactive,0,0
Diatrizoic acid,DTXSID0044521,117-96-4,C11H9I3N2O4,613.76964,Inactive,0,0
5-Amino-2-methylbenzenesulfonic acid,DTXSID0044523,118-88-7,C7H9NO3S,187.030314,Inactive,0,0
Phenylmercuric lactate,DTXSID0044525,122-64-5,C9H10HgO3,368.033637,Inactive,0,0
"Ethane-1,2-diyl bis(sulfanylacetate)",DTXSID0044527,123-81-9,C6H10O4S2,210.002051,Inactive,0,0
3-Isopropylphenol,DTXSID0044571,618-45-1,C9H12O,136.088815,Inactive,0,0
2-(2-Methylbutan-2-yl)cyclohexyl acetate,DTXSID0044573,67874-72-0,C13H24O2,212.17763,Inactive,0,0
MON-4660,DTXSID0044575,71526-07-3,C10H15Cl2NO2,251.047984,Inactive,0,0
Calcium bromide,DTXSID0044577,7789-41-5,Br2Ca,197.799267,Inactive,0,0
Cyclohex-3-en-1-ylmethanol,DTXSID0044600,1679-51-2,C7H12O,112.088815,Inactive,0,0
"1,4-Bis[(ethenyloxy)methyl]cyclohexane",DTXSID0044604,17351-75-6,C12H20O2,196.14633,Inactive,0,0
"3,3'-(4-Methylbenzene-1,3-diyl)bis(1,1-dimethylurea)",DTXSID0044606,17526-94-2,C13H20N4O2,264.158626,Inactive,0,0
"2,2'-[(4-Methylphenyl)imino]diethanol",DTXSID0044650,3077/12/1,C11H17NO2,195.125929,Inactive,0,0
Labetalol hydrochloride,DTXSID0044654,32780-64-6,C19H25ClN2O3,364.15537,Inactive,0,0
"3,3'-(Ethylenedioxy)dipropiononitrile",DTXSID0044656,3386-87-6,C8H12N2O2,168.089878,Inactive,0,0
"1H-Isoindole-1,3(2H)-diimine",DTXSID0044658,3468/11/9,C8H7N3,145.063997,Active,43.05478367,0.895732393
"1H-Benzo[de]isoquinoline-1,3(2H)-dione",DTXSID0044731,81-83-4,C12H7NO2,197.047678,Inactive,0,0
Sodium 3-nitrobenzoate,DTXSID0044733,827-95-2,C7H4NNaO4,189.003802,Inactive,0,0
"Disodium benzene-1,3-disulfonate",DTXSID0044735,831-59-4,C6H4Na2O6S2,281.924469,Inactive,0,0
"4-(2,5-Diethoxy-4-nitrophenyl)morpholine",DTXSID0044737,86-16-8,C14H20N2O5,296.137222,Inactive,0,0
"2,3,4,5-Tetrachloro-6-(trichloromethyl)pyridine",DTXSID0044781,1134-04-9,C6Cl7N,330.785043,Inactive,0,0
"2-Silylpropyl-urea, Si-(ethoxy and methoxy) derivs",DTXSID0044783,116912-64-2,, ,Inactive,0,0
"3-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",DTXSID0044785,119-17-5,C10H10N2O4S,254.036128,Inactive,0,0
4-Hydroxy-7-(phenylamino)naphthalene-2-sulfonic acid,DTXSID0044787,119-40-4,C16H13NO4S,315.056529,Inactive,0,0
"2,6-Dimethyloctan-2-ol",DTXSID0044810,18479-57-7,C10H22O,158.167065,Inactive,0,0
3-Methoxybutan-1-ol,DTXSID0044812,2517-43-3,C5H12O2,104.08373,Inactive,0,0
"(2Z)-3,7-Dimethylocta-2,6-dienenitrile",DTXSID0044816,31983-27-4,C10H15N,149.120449,Inactive,0,0
2-Butyloctan-1-ol,DTXSID0044818,3913/2/8,C12H26O,186.198365,Inactive,0,0
6-Methylpyridin-2-amine,DTXSID0044860,1824-81-3,C6H8N2,108.068748,Inactive,0,0
Undecanedioic acid,DTXSID0044862,1852-04-6,C11H20O4,216.136159,Inactive,0,0
"N-(2,4-Dimethylphenyl)acetamide",DTXSID0044868,2050-43-3,C10H13NO,163.099714,Inactive,0,0
2-(Phenylsulfonyl)aniline,DTXSID0044941,4273-98-7,C12H11NO2S,233.05105,Inactive,0,0
"2,2'-(Methanediyldisulfanediyl)diethanol",DTXSID0044945,44860-68-6,C5H12O2S2,168.027872,Inactive,0,0
4-(1-Oxo-2-propenyl)-morpholine,DTXSID0044947,5117/12/4,C7H11NO2,141.078979,Inactive,0,0
"(5-Ethyl-1,3-dioxan-5-yl)methanol",DTXSID0044949,5187-23-5,C7H14O3,146.094294,Inactive,0,0
"4,4'-Propane-2,2-diyldicyclohexanol",DTXSID0044993,1980/4/6,C15H28O2,240.20893,Inactive,0,0
9-Ethyl-3-nitro-9H-carbazole,DTXSID0044995,86-20-4,C14H12N2O2,240.089878,Inactive,0,0
"2,6-Di-tert-butyl-4-[(dimethylamino)methyl]phenol",DTXSID0044997,88-27-7,C17H29NO,263.224915,Inactive,0,0
"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",DTXSID0044999,89-36-1,C10H10N2O4S,254.036128,Inactive,0,0
Pridinol,DTXSID0045090,511-45-5,C20H25NO,295.193614,Inactive,0,0
Docebenone,DTXSID0045125,80809-81-0,C21H26O3,326.188195,Inactive,0,0
Alprenolol,DTXSID0045127,13655-52-2,C15H23NO2,249.172879,Inactive,0,0
Molsidomine,DTXSID0045171,25717-80-0,C9H14N4O4,242.101505,Inactive,0,0
Mitoxantrone dihydrochloride,DTXSID0045173,70476-82-3,C22H30Cl2N4O6,516.15424,Inactive,0,0
Nisoxetine,DTXSID0045175,53179-07-0,C17H21NO2,271.157229,Inactive,0,0
Nimustine,DTXSID0045179,42471-28-3,C9H13ClN6O2,272.078851,Inactive,0,0
Siguazodan,DTXSID0045202,115344-47-3,C14H16N6O,284.138559,Inactive,0,0
Sanguinarine,DTXSID0045204,2447-54-3,C20H14NO4,332.091734,Active,58.28517148,2.522344318
Gaboxadol,DTXSID0045206,64603-91-4,C6H8N2O2,140.058578,Inactive,0,0
Tracazolate hydrochloride,DTXSID0045208,NOCAS_45208,C16H25ClN4O2,340.166604,Inactive,0,0
Demeclocycline hydrochloride,DTXSID0045252,64-73-3,C21H22Cl2N2O8,500.075321,Active,73.1827374,1.288521965
21-Hydroxyprogesterone,DTXSID0045254,64-85-7,C21H30O3,330.219495,Inactive,0,0
Bromopride,DTXSID0045383,4093-35-0,C14H22BrN3O2,343.08954,Inactive,0,0
Felbinac,DTXSID0045389,5728-52-9,C14H12O2,212.08373,Inactive,0,0
Parbendazole,DTXSID0045410,14255-87-9,C13H17N3O2,247.132077,Inactive,0,0
Benserazide hydrochloride,DTXSID0045412,14919-77-8,C10H16ClN3O5,293.077848,Inactive,0,0
Trapidil,DTXSID0045416,15421-84-8,C10H15N5,205.132746,Inactive,0,0
Isoxicam,DTXSID0045462,34552-84-6,C14H13N3O5S,335.057592,Inactive,0,0
Halofantrine hydrochloride,DTXSID0045464,36167-63-2,C26H31Cl3F3NO,535.142332,Inactive,0,0
Bacampicillin hydrochloride,DTXSID0045466,37661-08-8,C21H28ClN3O7S,501.133649,Inactive,0,0
Methylatropine nitrate,DTXSID0045543,52-88-0,C18H26N2O6,366.179087,Inactive,0,0
Amprolium hydrochloride,DTXSID0045547,137-88-2,C14H20Cl2N4,314.106502,Inactive,0,0
Gabexate mesilate,DTXSID0045591,56974-61-9,C17H27N3O7S,417.156971,Inactive,0,0
Moxalactam disodium,DTXSID0045595,64953-12-4,C20H18N6Na2O9S,564.065136,Inactive,0,0
Ketorolac tromethamine,DTXSID0045597,74103-07-4,C19H24N2O6,376.163437,Inactive,0,0
Dropropizine,DTXSID0045624,17692-31-8,C13H20N2O2,236.152478,Inactive,0,0
Betamipron,DTXSID0045626,3440-28-6,C10H11NO3,193.073893,Inactive,0,0
SCH 50911,DTXSID0045670,160415-07-6,C8H16ClNO3,209.081871,Inactive,0,0
AF-DX 116,DTXSID0045674,102394-31-0,C24H31N5O2,421.247775,Inactive,0,0
Loreclezole hydrochloride,DTXSID0045676,NOCAS_45676,C10H7Cl4N3,308.939408,Inactive,0,0
Trovafloxacin mesylate,DTXSID0045701,147059-75-4,C21H19F3N4O6S,512.09774,Inactive,0,0
Oxcarbazepine,DTXSID0045703,28721-07-5,C15H12N2O2,252.089878,Inactive,0,0
Metralindole,DTXSID0045705,54188-38-4,C15H17N3O,255.137162,Inactive,0,0
Metomidate hydrochloride,DTXSID0045707,35944-74-2,C13H15ClN2O2,266.082205,Inactive,0,0
Rufloxacin hydrochloride,DTXSID0045709,106017-08-7,C17H19ClFN3O3S,399.081969,Inactive,0,0
