INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	IUPAC_NAME	DTXCID	INCHIKEY	SMILES	BIOCONCENTRATION_FACTOR	LOGP
DTXSID2021602	DSSTox_Substance_Id	DTXSID2021602	Hexadecanoic acid	1957/10/3	Hexadecanoic acid	DTXCID101602	IPCSVZSSVZVIGE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(O)=O	23.9332	7.17036
DTXSID7021100	DSSTox_Substance_Id	DTXSID7021100	Parathion	56-38-2	"O,O-Diethyl O-(4-nitrophenyl) phosphorothioate"	DTXCID301100	LCCNCVORNKJIRZ-UHFFFAOYSA-N	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O	68.0769	3.82965
DTXSID7021106	DSSTox_Substance_Id	DTXSID7021106	Pentachlorophenol	87-86-5	Pentachlorophenol	DTXCID701106	IZUPBVBPLAPZRR-UHFFFAOYSA-N	OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	899.498	5.11878
DTXSID9023463	DSSTox_Substance_Id	DTXSID9023463	DL-Phenylalanine	150-30-1	Phenylalanine	DTXCID103463	COLNVLDHVKWLRT-UHFFFAOYSA-N	NC(CC1=CC=CC=C1)C(O)=O	1.09396	-1.38113
DTXSID6024254	DSSTox_Substance_Id	DTXSID6024254	Phenanthrene	1985/1/8	Phenanthrene	DTXCID904254	YNPNZTXNASCQKK-UHFFFAOYSA-N	C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2	633.87	4.46529
DTXSID5021124	DSSTox_Substance_Id	DTXSID5021124	Phenol	108-95-2	Phenol	DTXCID501124	ISWSIDIOOBJBQZ-UHFFFAOYSA-N	OC1=CC=CC=C1	7.60326	1.46171
DTXSID1042281	DSSTox_Substance_Id	DTXSID1042281	Phenylpyruvic acid	156-06-9	2-Oxo-3-phenylpropanoic acid	DTXCID9022281	BTNMPGBKDVTSJY-UHFFFAOYSA-N	OC(=O)C(=O)CC1=CC=CC=C1	1.04954	1.68554
DTXSID3021483	DSSTox_Substance_Id	DTXSID3021483	Phenylacetaldehyde	122-78-1	Phenylacetaldehyde	DTXCID501483	DTUQWGWMVIHBKE-UHFFFAOYSA-N	O=CCC1=CC=CC=C1	 	1.77993
DTXSID2021656	DSSTox_Substance_Id	DTXSID2021656	Phenylacetic acid	103-82-2	Phenylacetic acid	DTXCID201656	WLJVXDMOQOGPHL-UHFFFAOYSA-N	OC(=O)CC1=CC=CC=C1	3.2961	1.41699
DTXSID8021484	DSSTox_Substance_Id	DTXSID8021484	Phthalic acid	88-99-3	"Benzene-1,2-dicarboxylic acid"	DTXCID901484	XNGIFLGASWRNHJ-UHFFFAOYSA-N	OC(=O)C1=CC=CC=C1C(O)=O	0.465586	0.749604
DTXSID7031903	DSSTox_Substance_Id	DTXSID7031903	Picolinic acid	98-98-6	Pyridine-2-carboxylic acid	DTXCID5011903	SIOXPEMLGUPBBT-UHFFFAOYSA-N	OC(=O)C1=CC=CC=N1	1.03276	0.717095
DTXSID0021206	DSSTox_Substance_Id	DTXSID0021206	"1,2-Propylene glycol"	57-55-6	"Propane-1,2-diol"	DTXCID901206	DNIAPMSPPWPWGF-UHFFFAOYSA-N	CC(O)CO	1.07647	-0.918877
DTXSID2021739	DSSTox_Substance_Id	DTXSID2021739	1-Propanol	71-23-8	Propan-1-ol	DTXCID001739	BDERNNFJNOPAEC-UHFFFAOYSA-N	CCCO	2.21309	0.248727
DTXSID8025961	DSSTox_Substance_Id	DTXSID8025961	Propionic acid	1979/9/4	Propanoic acid	DTXCID505961	XBDQKXXYIPTUBI-UHFFFAOYSA-N	CCC(O)=O	0.77983	0.330877
DTXSID9021215	DSSTox_Substance_Id	DTXSID9021215	Pyrazinamide	98-96-4	Pyrazine-2-carboxamide	DTXCID801215	IPEHBUMCGVEMRF-UHFFFAOYSA-N	NC(=O)C1=NC=CN=C1	0.545758	-0.600653
DTXSID9021924	DSSTox_Substance_Id	DTXSID9021924	Pyridine	110-86-1	Pyridine	DTXCID101924	JUJWROOIHBZHMG-UHFFFAOYSA-N	C1=CC=NC=C1	3.17687	0.651222
DTXSID4046020	DSSTox_Substance_Id	DTXSID4046020	Pyridoxal	66-72-8	3-Hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde	DTXCID2026020	RADKZDMFGJYCBB-UHFFFAOYSA-N	CC1=C(O)C(C=O)=C(CO)C=N1	 	-0.265652
DTXSID3046825	DSSTox_Substance_Id	DTXSID3046825	Pyridoxamine 5¡ä-phosphate	529-96-4	[4-(Aminomethyl)-5-hydroxy-6-methylpyridin-3-yl]methyl dihydrogen phosphate	DTXCID1026825	ZMJGSOSNSPKHNH-UHFFFAOYSA-N	CC1=NC=C(COP(O)(O)=O)C(CN)=C1O	0.907821	0.161382
DTXSID4023541	DSSTox_Substance_Id	DTXSID4023541	Pyridoxine	65-23-6	"4,5-Bis(hydroxymethyl)-2-methylpyridin-3-ol"	DTXCID903541	LXNHXLLTXMVWPM-UHFFFAOYSA-N	CC1=C(O)C(CO)=C(CO)C=N1	1.00462	-0.769529
DTXSID6025983	DSSTox_Substance_Id	DTXSID6025983	Pyrogallol	87-66-1	"Benzene-1,2,3-triol"	DTXCID905983	WQGWDDDVZFFDIG-UHFFFAOYSA-N	OC1=CC=CC(O)=C1O	3.155	0.855543
DTXSID2021650	DSSTox_Substance_Id	DTXSID2021650	Pyruvic acid	127-17-3	2-Oxopropanoic acid	DTXCID801650	LCTONWCANYUPML-UHFFFAOYSA-N	CC(=O)C(O)=O	0.242661	-0.20226
DTXSID8041327	DSSTox_Substance_Id	DTXSID8041327	Quinolinic acid	89-00-9	"Pyridine-2,3-dicarboxylic acid"	DTXCID6021327	GJAWHXHKYYXBSV-UHFFFAOYSA-N	OC(=O)C1=C(N=CC=C1)C(O)=O	0.349945	0.263961
DTXSID9022738	DSSTox_Substance_Id	DTXSID9022738	Carbocysteine	2387-59-9	S-(Carboxymethyl)cysteine	DTXCID702738	GBFLZEXEOZUWRN-UHFFFAOYSA-N	NC(CSCC(O)=O)C(O)=O	0.064121	-0.757085
DTXSID6023602	DSSTox_Substance_Id	DTXSID6023602	Butanedioic acid	110-15-6	Butanedioic acid	DTXCID303602	KDYFGRWQOYBRFD-UHFFFAOYSA-N	OC(=O)CCC(O)=O	0.299916	-0.589688
DTXSID3021304	DSSTox_Substance_Id	DTXSID3021304	l-Taurine	107-35-7	2-Aminoethane-1-sulfonic acid	DTXCID301304	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(O)(=O)=O	0.457088	-1.91164
DTXSID3047760	DSSTox_Substance_Id	DTXSID3047760	Tetrahydrothiophene	110-01-0	Thiolane	DTXCID8027743	RAOIDOHSFRTOEL-UHFFFAOYSA-N	C1CCSC1	6.09537	1.61054
DTXSID8026141	DSSTox_Substance_Id	DTXSID8026141	Thioglycolic acid	1968/11/1	Sulfanylacetic acid	DTXCID406141	CWERGRDVMFNCDR-UHFFFAOYSA-N	OC(=O)CS	 	0.0901028
DTXSID4052342	DSSTox_Substance_Id	DTXSID4052342	Thymine	65-71-4	"5-Methylpyrimidine-2,4(1H,3H)-dione"	DTXCID4030914	RWQNBRDOKXIBIV-UHFFFAOYSA-N	CC1=CNC(=O)NC1=O	0.254097	-0.620724
DTXSID3044382	DSSTox_Substance_Id	DTXSID3044382	Thiamine thiozole	137-00-8	"2-(4-Methyl-1,3-thiazol-5-yl)ethan-1-ol"	DTXCID1024382	BKAWJIRCKVUVED-UHFFFAOYSA-N	CC1=C(CCO)SC=N1	3.22849	1.06022
DTXSID7021360	DSSTox_Substance_Id	DTXSID7021360	Toluene	108-88-3	Toluene	DTXCID501360	YXFVVABEGXRONW-UHFFFAOYSA-N	CC1=CC=CC=C1	66.55	2.72879
DTXSID2026238	DSSTox_Substance_Id	DTXSID2026238	Trimethylamine	75-50-3	"N,N-Dimethylmethanamine"	DTXCID106238	GETQZCLCWQTVFV-UHFFFAOYSA-N	CN(C)C	2.10378	0.160553
DTXSID0021418	DSSTox_Substance_Id	DTXSID0021418	DL-Tryptophan	1954/12/6	Tryptophan	DTXCID401418	QIVBCDIJIAJPQS-UHFFFAOYSA-N	NC(CC1=CNC2=CC=CC=C12)C(O)=O	1.27938	-1.04732
DTXSID4021424	DSSTox_Substance_Id	DTXSID4021424	Uracil	66-22-8	"Pyrimidine-2,4(1H,3H)-dione"	DTXCID101424	ISAKRJDGNUQOIC-UHFFFAOYSA-N	O=C1NC=CC(=O)N1	0.301301	-1.06946
DTXSID3042508	DSSTox_Substance_Id	DTXSID3042508	Uric acid	69-93-2	"7,9-Dihydro-1H-purine-2,6,8(3H)-trione"	DTXCID1022508	LEHOTFFKMJEONL-UHFFFAOYSA-N	O=C1NC2=C(N1)C(=O)NC(=O)N2	0.10666	-2.16757
DTXSID4021426	DSSTox_Substance_Id	DTXSID4021426	Urea	57-13-6	Urea	DTXCID901426	XSQUKJJJFZCRTK-UHFFFAOYSA-N	NC(N)=O	0.349945	-1.88328
DTXSID0021969	DSSTox_Substance_Id	DTXSID0021969	4-Hydroxy-3-methoxybenzaldehyde	121-33-5	4-Hydroxy-3-methoxybenzaldehyde	DTXCID301969	MWOOGOJBHIARFG-UHFFFAOYSA-N	COC1=C(O)C=CC(C=O)=C1	 	1.19255
DTXSID8029650	DSSTox_Substance_Id	DTXSID8029650	Menthol	1490-04-6	5-Methyl-2-(propan-2-yl)cyclohexan-1-ol	DTXCID30805	NOOLISFMXDJSKH-UHFFFAOYSA-N	CC(C)C1CCC(C)CC1O	26.26	3.34258
DTXSID1025857	DSSTox_Substance_Id	DTXSID1025857	"1,10-Phenanthroline"	66-71-7	"1,10-Phenanthroline"	DTXCID405857	DGEZNRSVGBDHLK-UHFFFAOYSA-N	C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2	71.1214	1.78611
DTXSID7041097	DSSTox_Substance_Id	DTXSID7041097	1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide	85532-75-8	N-(Butan-2-yl)-1-(2-chlorophenyl)-N-methylisoquinoline-3-carboxamide	DTXCID5021097	RAVIZVQZGXBOQO-UHFFFAOYSA-N	CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl	142.561	4.79288
DTXSID9045138	DSSTox_Substance_Id	DTXSID9045138	1-(3-Chlorophenyl)piperazine	6640-24-0	1-(3-Chlorophenyl)piperazine	DTXCID7025138	VHFVKMTVMIZMIK-UHFFFAOYSA-N	ClC1=CC(=CC=C1)N1CCNCC1	20.0447	2.10787
DTXSID9045217	DSSTox_Substance_Id	DTXSID9045217	1-(2-Trifluoromethylphenyl)imidazole	25371-96-4	1-[2-(Trifluoromethyl)phenyl]-1H-imidazole	DTXCID7025217	WZBWBNCQUTXYEL-UHFFFAOYSA-N	FC(F)(F)C1=C(C=CC=C1)N1C=CN=C1	80.1678	2.43466
DTXSID6052291	DSSTox_Substance_Id	DTXSID6052291	1-Methylimidazole	616-47-7	1-Methyl-1H-imidazole	DTXCID6030863	MCTWTZJPVLRJOU-UHFFFAOYSA-N	CN1C=CN=C1	2.08449	-0.0587183
DTXSID9045766	DSSTox_Substance_Id	DTXSID9045766	Edelfosine	70641-51-9	2-Methoxy-3-(octadecyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate	DTXCID401300168	MHFRGQHAERHWKZ-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC	 	5.70972
DTXSID9040635	DSSTox_Substance_Id	DTXSID9040635	"2,2'-Bipyridine"	366-18-7	"2,2'-Bipyridine"	DTXCID7020635	ROFVEXUMMXZLPA-UHFFFAOYSA-N	C1=CC=C(N=C1)C1=CC=CC=N1	39.7192	1.5006
DTXSID5021388	DSSTox_Substance_Id	DTXSID5021388	"2,4,5-Trichlorophenoxyacetic acid"	93-76-5	"(2,4,5-Trichlorophenoxy)acetic acid"	DTXCID301388	SMYMJHWAQXWPDB-UHFFFAOYSA-N	OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1	8.41395	3.3099
DTXSID6021959	DSSTox_Substance_Id	DTXSID6021959	"2,4,6-Tribromophenol"	118-79-6	"2,4,6-Tribromophenol"	DTXCID001959	BSWWXRFVMJHFBN-UHFFFAOYSA-N	OC1=C(Br)C=C(Br)C=C1Br	101.625	4.13057
DTXSID0020442	DSSTox_Substance_Id	DTXSID0020442	"2,4-Dichlorophenoxyacetic acid"	94-75-7	"(2,4-Dichlorophenoxy)acetic acid"	DTXCID80442	OVSKIKFHRZPJSS-UHFFFAOYSA-N	OC(=O)COC1=C(Cl)C=C(Cl)C=C1	4.61318	2.80925
DTXSID6041349	DSSTox_Substance_Id	DTXSID6041349	"2,4-D-Methyl"	1928-38-7	"Methyl (2,4-dichlorophenoxy)acetate"	DTXCID4021349	HWIGZMADSFQMOI-UHFFFAOYSA-N	COC(=O)COC1=C(Cl)C=C(Cl)C=C1	17.9061	3.16
DTXSID7024035	DSSTox_Substance_Id	DTXSID7024035	"2,4-Dichlorophenoxybutyric acid"	94-82-6	"4-(2,4-Dichlorophenoxy)butanoic acid"	DTXCID304035	YIVXMZJTEQBPQO-UHFFFAOYSA-N	OC(=O)CCCOC1=CC=C(Cl)C=C1Cl	15.5597	3.52802
DTXSID0025074	DSSTox_Substance_Id	DTXSID0025074	"2,4-Dihydroxybenzoic acid"	89-86-1	"2,4-Dihydroxybenzoic acid"	DTXCID205074	UIAFKZKHHVMJGS-UHFFFAOYSA-N	OC(=O)C1=CC=C(O)C=C1O	0.94189	1.62984
DTXSID0020523	DSSTox_Substance_Id	DTXSID0020523	"2,4-Dinitrophenol"	51-28-5	"2,4-Dinitrophenol"	DTXCID80523	UFBJCMHMOXMLKC-UHFFFAOYSA-N	OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O	2.68534	1.67226
DTXSID1044720	DSSTox_Substance_Id	DTXSID1044720	4-Methylpyridin-2-amine	695-34-1	4-Methylpyridin-2-amine	DTXCID9024720	ORLGLBZRQYOWNA-UHFFFAOYSA-N	CC1=CC=NC(N)=C1	3.90841	0.566152
DTXSID6023652	DSSTox_Substance_Id	DTXSID6023652	6-Thioguanine	154-42-7	"2-Amino-1,7-dihydro-6H-purine-6-thione"	DTXCID803652	WYWHKKSPHMUBEB-UHFFFAOYSA-N	NC1=NC2=C(NC=N2)C(=S)N1	 	-0.0689596
DTXSID1049223	DSSTox_Substance_Id	DTXSID1049223	2-Aminofluorene	153-78-6	9H-Fluoren-2-amine	DTXCID3029079	CFRFHWQYWJMEJN-UHFFFAOYSA-N	NC1=CC=C2C(CC3=CC=CC=C23)=C1	20.9411	3.13991
DTXSID4021347	DSSTox_Substance_Id	DTXSID4021347	Thiouracil	141-90-2	"2-Sulfanylidene-2,3-dihydropyrimidin-4(1H)-one"	DTXCID701347	ZEMGGZBWXRYJHK-UHFFFAOYSA-N	O=C1NC(=S)NC=C1	0.615177	-0.280388
DTXSID0020076	DSSTox_Substance_Id	DTXSID0020076	Amitrole	61-82-5	"1H-1,2,4-Triazol-3-amine"	DTXCID9076	KLSJWNVTNUYHDU-UHFFFAOYSA-N	NC1=NNC=N1	0.58479	-0.920745
DTXSID7027596	DSSTox_Substance_Id	DTXSID7027596	3-Methoxypropylamine	5332-73-0	3-Methoxypropan-1-amine	DTXCID807596	FAXDZWQIWUSWJH-UHFFFAOYSA-N	COCCCN	1.30317	-0.0590897
DTXSID0020862	DSSTox_Substance_Id	DTXSID0020862	3-Methylcholanthrene	56-49-5	"3-Methyl-1,2-dihydrocyclopenta[ij]tetraphene"	DTXCID60862	PPQNQXQZIWHJRB-UHFFFAOYSA-N	CC1=C2CCC3=C4C=CC5=CC=CC=C5C4=CC(C=C1)=C23	651.628	6.41889
DTXSID9045186	DSSTox_Substance_Id	DTXSID9045186	Enprofylline	41078-02-8	"3-Propyl-3,7-dihydro-1H-purine-2,6-dione"	DTXCID7025186	SIQPXVQCUCHWDI-UHFFFAOYSA-N	CCCN1C2=C(NC=N2)C(=O)NC1=O	0.753356	0.327772
DTXSID1020982	DSSTox_Substance_Id	DTXSID1020982	3-Nitropropionic acid	504-88-1	3-Nitropropanoic acid	DTXCID10982	WBLZUCOIBUDNBV-UHFFFAOYSA-N	OC(=O)CC[N+]([O-])=O	 	-1.24871
DTXSID5043897	DSSTox_Substance_Id	DTXSID5043897	Clobenztropine	5627-46-3	3-[(4-Chlorophenyl)(phenyl)methoxy]-8-methyl-8-azabicyclo[3.2.1]octane	DTXCID3023897	OCAXFDULERPAJM-UHFFFAOYSA-N	CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	 	4.06917
DTXSID0023870	DSSTox_Substance_Id	DTXSID0023870	4-Aminopyridine	504-24-5	Pyridin-4-amine	DTXCID003870	NUKYPUAOHBNCPY-UHFFFAOYSA-N	NC1=CC=NC=C1	3.95367	0.31946
DTXSID4021717	DSSTox_Substance_Id	DTXSID4021717	4-Chloro-3-methylphenol	59-50-7	4-Chloro-3-methylphenol	DTXCID601717	CFKMVGJGLGKFKI-UHFFFAOYSA-N	CC1=C(Cl)C=CC(O)=C1	20.6538	3.09116
DTXSID5033836	DSSTox_Substance_Id	DTXSID5033836	4-Nonylphenol	104-40-5	4-Nonylphenol	DTXCID001857	IGFHQQFPSIBGKE-UHFFFAOYSA-N	CCCCCCCCCC1=CC=C(O)C=C1	96.8278	5.75732
DTXSID8020541	DSSTox_Substance_Id	DTXSID8020541	"5,5-Diphenylhydantoin"	57-41-0	"5,5-Diphenylimidazolidine-2,4-dione"	DTXCID60541	CXOFVDLJLONNDW-UHFFFAOYSA-N	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	6.98232	2.36404
DTXSID1044560	DSSTox_Substance_Id	DTXSID1044560	"5-Bromo-5-nitro-1,3-dioxane"	30007-47-7	"5-Bromo-5-nitro-1,3-dioxane"	DTXCID9024560	XVBRCOKDZVQYAY-UHFFFAOYSA-N	[O-][N+](=O)C1(Br)COCOC1	 	0.0149428
DTXSID5020944	DSSTox_Substance_Id	DTXSID5020944	Nitrofurazone	59-87-0	2-[(5-Nitrofuran-2-yl)methylidene]hydrazine-1-carboxamide	DTXCID30809629	IAIWVQXQOWNYOU-UHFFFAOYSA-N	NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O	1.50314	0.228663
DTXSID5023031	DSSTox_Substance_Id	DTXSID5023031	Etofylline	519-37-9	"7-(2-Hydroxyethyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione"	DTXCID603031	NWPRCRWQMGIBOT-UHFFFAOYSA-N	CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O	0.597035	-0.615925
DTXSID5020730	DSSTox_Substance_Id	DTXSID5020730	8-Hydroxyquinoline	148-24-3	Quinolin-8-ol	DTXCID30730	MCJGNVYPOGVAJF-UHFFFAOYSA-N	OC1=CC=CC2=CC=CN=C12	10.6414	2.01913
DTXSID1037272	DSSTox_Substance_Id	DTXSID1037272	Tacrine	321-64-2	"1,2,3,4-Tetrahydroacridin-9-amine"	DTXCID9017272	YLJREFDVOIBQDA-UHFFFAOYSA-N	NC1=C2CCCCC2=NC2=C1C=CC=C2	45.4988	2.70731
DTXSID0045125	DSSTox_Substance_Id	DTXSID0045125	Docebenone	80809-81-0	"2-(12-Hydroxydodeca-5,10-diyn-1-yl)-3,5,6-trimethylcyclohexa-2,5-diene-1,4-dione"	DTXCID8025125	WDEABJKSGGRCQA-UHFFFAOYSA-N	CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O	 	4.4974
DTXSID2045658	DSSTox_Substance_Id	DTXSID2045658	Aceclidine	827-61-2	1-Azabicyclo[2.2.2]octan-3-yl acetate	DTXCID0025658	WRJPSSPFHGNBMG-UHFFFAOYSA-N	CC(=O)OC1CN2CCC1CC2	9.90832	0.702553
DTXSID7022540	DSSTox_Substance_Id	DTXSID7022540	Acemetacin	53164-05-9	({[1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetyl}oxy)acetic acid	DTXCID402540	FSQKKOOTNAMONP-UHFFFAOYSA-N	COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(=O)OCC(O)=O)C2=C1	20.2768	3.55025
DTXSID8023846	DSSTox_Substance_Id	DTXSID8023846	Acephate	30560-19-1	"O,S-Dimethyl N-acetylphosphoramidothioate"	DTXCID503846	YASYVMFAVPKPKE-UHFFFAOYSA-N	COP(=O)(NC(C)=O)SC	 	-0.848194
DTXSID2020006	DSSTox_Substance_Id	DTXSID2020006	Acetaminophen	103-90-2	N-(4-Hydroxyphenyl)acetamide	DTXCID606	RZVAJINKPMORJF-UHFFFAOYSA-N	CC(=O)NC1=CC=C(O)C=C1	1.72982	0.462113
DTXSID7045865	DSSTox_Substance_Id	DTXSID7045865	Acetaminosalol	118-57-0	4-Acetamidophenyl 2-hydroxybenzoate	DTXCID5025865	TWIIVLKQFJBFPW-UHFFFAOYSA-N	CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2O)C=C1	3.2961	2.54233
DTXSID7022544	DSSTox_Substance_Id	DTXSID7022544	Acetazolamide	59-66-5	"N-(5-Sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide"	DTXCID002544	BZKPWHYZMXOIDC-UHFFFAOYSA-N	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	0.190546	-0.260108
DTXSID8023848	DSSTox_Substance_Id	DTXSID8023848	Acetochlor	34256-82-1	2-Chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide	DTXCID303848	VTNQPKFIQCLBDU-UHFFFAOYSA-N	CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C	18.578	3.03176
DTXSID7020007	DSSTox_Substance_Id	DTXSID7020007	Acetohexamide	968-81-0	4-Acetyl-N-(cyclohexylcarbamoyl)benzene-1-sulfonamide	DTXCID707	VGZSUPCWNCWDAN-UHFFFAOYSA-N	CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	1.8281	2.43949
DTXSID7022546	DSSTox_Substance_Id	DTXSID7022546	Acetohydroxamic acid	546-88-3	N-Hydroxyacetamide	DTXCID802546	RRUDCFGSUDOHDG-UHFFFAOYSA-N	CC(=O)NO	0.532108	-1.58858
DTXSID8048789	DSSTox_Substance_Id	DTXSID8048789	Acetylpheneturide	13402-08-9	N-(Acetylcarbamoyl)-2-phenylbutanamide	DTXCID8028715	GBPZSCQLDXUGNO-UHFFFAOYSA-N	CCC(C(=O)NC(=O)NC(C)=O)C1=CC=CC=C1	0.986279	1.29576
DTXSID3045697	DSSTox_Substance_Id	DTXSID3045697	Afalanine	2901-75-9	N-Acetylphenylalanine	DTXCID1025697	CBQJSKKFNMDLON-UHFFFAOYSA-N	CC(=O)NC(CC1=CC=CC=C1)C(O)=O	0.404576	0.931347
DTXSID1045879	DSSTox_Substance_Id	DTXSID1045879	Acexamic acid	1957/8/9	6-Acetamidohexanoic acid	DTXCID9025879	WDSCBUNMANHPFH-UHFFFAOYSA-N	CC(=O)NCCCCCC(O)=O	0.807235	-0.210563
DTXSID3048732	DSSTox_Substance_Id	DTXSID3048732	Acitazanolast	114607-46-4	Oxo[3-(1H-tetrazol-5-yl)anilino]acetic acid	DTXCID6028658	VWQZJJZGISNFOE-UHFFFAOYSA-N	OC(=O)C(=O)NC1=CC=CC(=C1)C1=NN=NN1	0.1	0.694116
DTXSID0020020	DSSTox_Substance_Id	DTXSID0020020	Actarit	18699-02-0	(4-Acetamidophenyl)acetic acid	DTXCID2020	MROJXXOCABQVEF-UHFFFAOYSA-N	CC(=O)NC1=CC=C(CC(O)=O)C=C1	0.487529	1.11074
DTXSID1022556	DSSTox_Substance_Id	DTXSID1022556	Acyclovir	59277-89-3	"2-Amino-9-[(2-hydroxyethoxy)methyl]-3,9-dihydro-6H-purin-6-one"	DTXCID102556	MKUXAQIIEYXACX-UHFFFAOYSA-N	NC1=NC(=O)C2=C(N1)N(COCCO)C=N2	0.179061	-1.55921
DTXSID5022562	DSSTox_Substance_Id	DTXSID5022562	Afloqualone	56287-74-2	6-Amino-2-(fluoromethyl)-3-(2-methylphenyl)quinazolin-4(3H)-one	DTXCID802562	VDOSWXIDETXFET-UHFFFAOYSA-N	CC1=C(C=CC=C1)N1C(CF)=NC2=C(C=C(N)C=C2)C1=O	10.617	2.65946
DTXSID0051447	DSSTox_Substance_Id	DTXSID0051447	"N-(3-Chlorophenyl)-6,7-dimethoxyquinazolin-4-amine"	175178-82-2	"N-(3-Chlorophenyl)-6,7-dimethoxyquinazolin-4-amine"	DTXCID9030044	GFNNBHLJANVSQV-UHFFFAOYSA-N	COC1=CC2=NC=NC(NC3=CC=CC(Cl)=C3)=C2C=C1OC	70.1455	3.51027
DTXSID9045215	DSSTox_Substance_Id	DTXSID9045215	"((3,4-Dihydroxyphenyl)methylene)-Propanedinitrile"	118409-57-7	"[(3,4-Dihydroxyphenyl)methylidene]propanedinitrile"	DTXCID7025215	VTJXFTPMFYAJJU-UHFFFAOYSA-N	OC1=C(O)C=C(C=C(C#N)C#N)C=C1	 	0.459111
DTXSID4045216	DSSTox_Substance_Id	DTXSID4045216	Tyrphostin 25	118409-58-8	"[(3,4,5-Trihydroxyphenyl)methylidene]propanedinitrile"	DTXCID2025216	YZOFLYUAQDJWKV-UHFFFAOYSA-N	OC1=CC(C=C(C#N)C#N)=CC(O)=C1O	 	-0.619548
DTXSID3041405	DSSTox_Substance_Id	DTXSID3041405	2-Chloro-4-nitrobenzamide	3011-89-0	2-Chloro-4-nitrobenzamide	DTXCID1021405	GFGSZUNNBQXGMK-UHFFFAOYSA-N	NC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O	5.78096	0.344322
DTXSID1022265	DSSTox_Substance_Id	DTXSID1022265	Alachlor	15972-60-8	"2-Chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide"	DTXCID402265	XCSGPAVHZFQHGE-UHFFFAOYSA-N	CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl	16.8655	3.51767
DTXSID5045122	DSSTox_Substance_Id	DTXSID5045122	Alaproclate	60719-82-6	1-(4-Chlorophenyl)-2-methylpropan-2-yl alaninate	DTXCID3025122	FZSPJBYOKQPKCD-UHFFFAOYSA-N	CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1	32.0627	2.05064
DTXSID0022563	DSSTox_Substance_Id	DTXSID0022563	Albendazole	54965-21-8	Methyl [5-(propylsulfanyl)-1H-benzimidazol-2-yl]carbamate	DTXCID202563	HXHWSAZORRCQMX-UHFFFAOYSA-N	CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1	6.08135	3.06823
DTXSID5021255	DSSTox_Substance_Id	DTXSID5021255	Salbutamol	18559-94-9	4-[2-(tert-Butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol	DTXCID001255	NDAUXUAQIAJITI-UHFFFAOYSA-N	CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1	2.91743	0.997825
DTXSID0039223	DSSTox_Substance_Id	DTXSID0039223	Aldicarb	116-06-3	"7,7-Dimethyl-4-oxa-8-thia-2,5-diazanon-5-en-3-one"	DTXCID1039	QGLZXHRNAYXIBU-UHFFFAOYSA-N	CNC(=O)ON=CC(C)(C)SC	 	1.12863
